Ticker,Description,Sector,Industry
KSU,"Kansas City Southern, a transportation holding company, provides domestic and international rail transportation services in North America. The company serves a ten-state region in the midwest and southeast regions of the United States and has the shortest north/south rail route between Kansas City, Missouri, and ports along the Gulf of Mexico in Alabama, Louisiana, Mississippi, and Texas. It operates a commercial corridor of the Mexican railroad system and has its direct rail passageway between Mexico City and Laredo, Texas. The company provides rail access to the United States and Mexico border crossing at Nuevo Laredo, Tamaulipas; and controls and operates the southern half of the rail bridge at Laredo, Texas, as well as the northern half of this bridge. Kansas City Southern also provides rail access to the port of Lazaro Cardenas on the Pacific Ocean; and owns a 157-mile rail line extending from Laredo, Texas to the port city of Corpus Christi, Texas. Its rail network comprises approximately 6,700 route miles extending from the Midwest and Southeast portions of the United States south into Mexico. The company serves the chemical and petroleum, industrial and consumer products, agriculture and minerals, energy, intermodal, and automotive markets. Kansas City Southern was founded in 1887 and is headquartered in Kansas City, Missouri.",Industrials,Railroads
K,"Kellogg Company, together with its subsidiaries, manufactures and markets ready-to-eat cereal and convenience foods. The company operates through four segments: North America, Europe, Latin America, and Asia Middle East Africa. Its principal products include crackers, crisps, savory snacks, toaster pastries, cereal bars, granola bars and bites, ready-to-eat cereals, frozen waffles, veggie foods, and noodles. The company offers its products under the Kellogg's, Cheez-It, Pringles, Austin, Parati, RXBAR, Kashi, Bear Naked, Eggo, Morningstar Farms, Choco Krispies, Crunchy Nut, Nutri-Grain, Special K, Squares, Zucaritas, Sucrilhos, Pop-Tarts, K-Time, Split Stix, Be Natural, LCMs, Coco Pops, Rice Krispies Squares, Kashi Go, Vector, and Gardenburger brand names. It sells its products to retailers through direct sales forces, as well as brokers and distributors. Kellogg Company was founded in 1906 and is headquartered in Battle Creek, Michigan.",Consumer Defensive,Packaged Foods
KEY,"KeyCorp operates as the holding company for KeyBank National Association that provides various retail and commercial banking services in the United States. It operates in two segments, Consumer Bank and Commercial Bank. The company offers various deposits, investment products and services; and personal finance and financial wellness, student loan refinancing, mortgage and home equity, lending, credit card, treasury, business advisory, wealth management, asset management, cash management, portfolio management, and trust and related services to individuals and small and medium-sized businesses. It also provides a suite of banking and capital market products, such as syndicated finance, debt and equity capital market products, commercial payments, equipment finance, commercial mortgage banking, derivatives, foreign exchange, financial advisory, and public finance, as well as commercial mortgage loans comprising consumer, energy, healthcare, industrial, public sector, real estate, and technology loans for middle market clients. In addition, the company offers community development financing, securities underwriting, brokerage, and investment banking services, as well as purchases retail auto sales contracts through a network of auto dealership. As of December 31, 2019, it operated through 1,098 retail banking branches and 1,420 ATMs in 15 states, as well as additional offices, online and mobile banking capabilities, and a telephone banking call center. The company was founded in 1849 and is headquartered in Cleveland, Ohio.",Financial Services,Banks—Regional
KIM,"Kimco Realty Corp. (NYSE:KIM) is a real estate investment trust (REIT) headquartered in Jericho, N.Y. that is one of North America's largest publicly traded owners and operators of open-air, grocery-anchored shopping centers and mixed-use assets. As of June 30, 2020, the company owned interests in 400 U.S. shopping centers and mixed-use assets comprising 70 million square feet of gross leasable space primarily concentrated in the top major metropolitan markets. Publicly traded on the NYSE since 1991, and included in the S&P 500 Index, the company has specialized in shopping center acquisitions, development and management for more than 60 years.",Real Estate,REIT—Retail
KEYS,"Keysight Technologies, Inc. provides electronic design and test solutions to commercial communications, networking, aerospace, defense and government, automotive, energy, semiconductor, electronic, and education industries in the Americas, Europe, and the Asia Pacific regions. Its Communications Solutions Group segment provides electronic design automation (EDA) software; and radio frequency and microwave test instruments; oscilloscopes, logic and serial protocol analyzers, logic-signal sources, arbitrary waveform generators, and bit error rate testers; optical modulation analyzers, optical component analyzers, optical power meters, and optical laser source solutions; and repair, calibration, and consulting services, as well as resells refurbished used Keysight equipment. The company's Electronic Industrial Solutions Group segment offers design tools; design verification solutions; digital multi-meters, function generators, frequency counters, data acquisition systems, audio analyzers, LCR meters, thermal imagers, precision source measure units, ultra-high precision device current analyzers, and test executive software platforms, as well as various power supplies comprising AC/DC modular supplies and electronically programmable loads. This segment also provides printed-circuit-board-assembly testers, integrated circuit parametric testers, and sub-nano-meter positioning sub-assemblies; test and measurement products and software; and repair, calibration, and consulting services, as well as resells refurbished used Keysight equipment. Its Ixia Solutions Group segment offers software applications and services, including warranty and maintenance offerings, and hardware platforms. The company sells its products through direct sales force, distributors, resellers, and manufacturer's representatives. It has partnership with Qualcomm Technologies, Inc. The company was incorporated in 2013 and is headquartered in Santa Rosa, California.",Technology,Scientific & Technical Instruments
KMB,"Kimberly-Clark Corporation, together with its subsidiaries, manufactures and markets personal care and consumer tissue products worldwide. It operates through three segments: Personal Care, Consumer Tissue, and K-C Professional. The Personal Care segment offers disposable diapers, training and youth pants, swimpants, baby wipes, feminine and incontinence care products, and other related products under the Huggies, Pull-Ups, Little Swimmers, GoodNites, DryNites, Kotex, U by Kotex, Intimus, Depend, Plenitud, Poise, and other brand names. The Consumer Tissue segment provides facial and bathroom tissues, paper towels, napkins, and related products under the Kleenex, Scott, Cottonelle, Viva, Andrex, Scottex, Neve, and other brand names. The K-C Professional segment offers wipers, tissues, towels, apparel, soaps, and sanitizers under the Kleenex, Scott, WypAll, Kimtech, and KleenGuard brands. The company sells household use products directly to supermarkets, mass merchandisers, drugstores, warehouse clubs, variety and department stores, and other retail outlets, as well as through other distributors and e-commerce; and away-from-home use products directly to manufacturing, lodging, office building, food service, and public facilities, as well as through distributors. Kimberly-Clark Corporation was founded in 1872 and is headquartered in Dallas, Texas.",Consumer Defensive,Household & Personal Products
KLAC,"KLA Corporation designs, manufactures, and markets process control and yield management solutions for the semiconductor and related nanoelectronics industries worldwide. The company offers chip and wafer manufacturing products, including defect inspection and review systems, metrology solutions, in situ process monitoring products, computational lithography software, and data analytics systems for chip manufacturers to manage yield throughout the semiconductor fabrication process. It also provides reticle manufacturing products, such as reticle inspection, metrology, and data analytics systems for mask shops; and packaging manufacturing products comprising packaging process control on wafer, automated optical inspection, data analytics, and packaging process control after singulation. In addition, the company offers compound semiconductor, power device, light emitting diode, and microelectromechanical system manufacturing products; data storage media/head manufacturing products; general purpose/lab applications; and previous-generation KLA systems. Further, it provides wafer processing solutions; printed circuit boards, and display and inspection components; products for the deposition of thin film coating of materials on crystalline silicon photovoltaic wafers; and other services. The company offers its products and services for use by various bare wafer, integrated circuit, reticle, and hard disk drive manufacturers. The company was formerly known as KLA-Tencor Corporation and changed its name to KLA Corporation in July 2019. KLA Corporation was founded in 1975 and is headquartered in Milpitas, California.",Technology,Semiconductor Equipment & Materials
KMI,"Kinder Morgan, Inc. operates as an energy infrastructure company in North America. The company operates through Natural Gas Pipelines, Products Pipelines, Terminals, and CO2 segments. The Natural Gas Pipelines segment owns and operates interstate and intrastate natural gas pipeline and storage systems; natural gas gathering systems and natural gas processing and treating facilities; natural gas liquids fractionation facilities and transportation systems; and liquefied natural gas liquefaction and storage facilities. The Products Pipelines segment owns and operates refined petroleum products, and crude oil and condensate pipelines; and associated product terminals and petroleum pipeline transmix facilities. The Terminals segment owns and/or operates liquids and bulk terminals that stores and handles various commodities, including gasoline, diesel fuel, chemicals, ethanol, metals, and petroleum coke; and owns tankers. The CO2 segment produces, transports, and markets CO2 to recovery and production crude oil from mature oil fields; and owns interests in/or operates oil fields and gasoline processing plants, as well as operates a crude oil pipeline system in West Texas. It owns and operates approximately 83,000 miles of pipelines and 147 terminals. The company was formerly known as Kinder Morgan Holdco LLC and changed its name to Kinder Morgan, Inc. in February 2011. Kinder Morgan, Inc. was founded in 1936 and is headquartered in Houston, Texas.",Energy,Oil & Gas Midstream
KHC,"The Kraft Heinz Company, together with its subsidiaries, manufactures and markets food and beverage products in the United States, Canada, the United Kingdom, and internationally. Its products include condiments and sauces, cheese and dairy, meals, meats and seafood, frozen and chilled foods, packaged drinking pouches, appetizers, refreshment beverages, coffee, nuts and salted snacks, infant and nutrition products, and other grocery products, as well as desserts, dressings, toppings, and baking. The company offers its products under the Kraft, Oscar Mayer, Heinz, Philadelphia, Lunchables, Velveeta, Planters, Maxwell House, Capri Sun, Ore-Ida, Kool-Aid, Jell-O, Classico, McCafe, Tassimo, TGI Fridays, Taco Bell Home Originals, Plasmon, Pudliszki, Honig, HP, Benedicta, Karvan Cevitam, ABC, Master, Quero, Golden Circle, and Wattie's names. It sells its products through its own sales organizations, as well as through independent brokers, agents, and distributors to chain, wholesale, cooperative and independent grocery accounts, convenience stores, drug stores, value stores, bakeries, pharmacies, mass merchants, club stores, foodservice distributors and institutions, including hotels, restaurants, hospitals, health care facilities, and government agencies; and online through e-commerce platforms and retailers. The company was formerly known as H.J. Heinz Holding Corporation and changed its name to The Kraft Heinz Company in July 2015. The Kraft Heinz Company was founded in 1869 and is headquartered in Pittsburgh, Pennsylvania.",Consumer Defensive,Packaged Foods
LB,"L Brands, Inc. operates as a specialty retailer of women's intimate and other apparel, personal care, and beauty and home fragrance products. The company operates in three segments: Victoria's Secret, Bath & Body Works, and Victoria's Secret and Bath & Body Works International. Its products include bras and panties, loungewear, athletic attire, shower gels and lotions, aromatherapy, soaps and sanitizers, and body care accessories. The company offers its products under the Victoria's Secret, PINK, Bath & Body Works, White Barn, C.O. Bigelow, and other brand names. It sells its merchandise through company-owned specialty retail stores; through its Websites; and through franchises, licenses, and wholesale partners. As of May 20, 2020, the company operated 2,897 company-owned specialty stores in the United States, Canada, the United Kingdom, and Greater China, as well as sold its brands through approximately 700 franchised locations and online worldwide. The company was formerly known as Limited Brands, Inc. and changed its name to L Brands, Inc. in March 2013. L Brands, Inc. was founded in 1963 and is headquartered in Columbus, Ohio.",Consumer Cyclical,Apparel Retail
LH,"Laboratory Corporation of America Holdings operates as an independent clinical laboratory company worldwide. It operates in two segments, LabCorp Diagnostics (LCD) and Covance Drug Development. It offers various clinical laboratory tests, such as blood chemistry analyses, urinalyses, blood cell counts, thyroid tests, Pap tests, hemoglobin A1C and vitamin D products, prostate-specific antigens, tests for sexually-transmitted diseases, hepatitis C tests, microbiology cultures and procedures, and alcohol and other substance-abuse tests. The company also provides testing services in the areas of women's health, allergy, diagnostic genetics, cardiovascular and infectious disease, endocrinology, oncology, coagulation, pharmacogenetics, toxicology, and medical drug monitoring; and esoteric testing, cancer diagnostics, and other procedures. In addition, it provides a suite of applications to enable patients, healthcare providers, health systems, accountable care organizations, and insurers with access to LCD's data and services, as well as billing for laboratory services. Further, it offers end-to-end drug development, medical device, and diagnostic development solutions from research to clinical development and commercial market access. The company primarily serves managed care organizations, biopharmaceutical companies, physicians and other healthcare providers, hospitals and health systems, governmental agencies, employers, patients and consumers, contract research organizations, academic institutions, and independent clinical laboratories. Laboratory Corporation of America Holdings has collaborations with the Boston University, Columbia University, Duke University, Johns Hopkins University, The Mount Sinai Hospital, the University of Tennessee, Yale University, and QIAGEN N.V; and Ciox Health for the creation of COVID-19 patient data registry in the United States. The company was founded in 1971 and is headquartered in Burlington, North Carolina.",Healthcare,Diagnostics & Research
LHX,"L3Harris Technologies, Inc., an aerospace and defense technology company, provides mission-critical solutions for government and commercial customers worldwide. The company's Integrated Mission Systems segment provides multi-mission intelligence, surveillance, and reconnaissance (ISR) systems; and communication systems, as well as fleet management support, sensor development, modifications, and periodic depot maintenance services for ISR and airborne missions. It also manufactures and integrates maritime integrated command, control, communications, computers, and cyber ISR systems for maritime platforms; unmanned surface and undersea autonomous solutions; power and ship control systems; and other electronic and electrical products and systems, as well as designs and manufactures electro-optical and infrared sensors and surveillance, and targeting systems. Its Space and Airborne Systems segment offers space payloads, sensors, and full-mission solutions; classified intelligence and cyber defense solutions; and avionics and electronic warfare systems. The company's Communication Systems segment provides tactical radio communications, SATCOM terminals, and battlefield management networks; broadband secured mobile networked communication equipment, including airborne, space, and surface data link terminals, as well as ground stations and transportable tactical SATCOM systems; helmet and weapon mounted integrated night vision systems; and radios, systems applications, and equipment for public safety and professional communications. Its Aviation Systems segment offers defense aviation products; security, detection, and other commercial aviation products; commercial and military pilot training solutions; and mission networks for air traffic management. The company was formerly known as Harris Corporation and changed its name to L3Harris Technologies, Inc. in June 2019. L3Harris Technologies, Inc. was founded in 1895 and is headquartered in Melbourne, Florida.",Industrials,Aerospace & Defense
LRCX,"Lam Research Corporation designs, manufactures, markets, refurbishes, and services semiconductor processing equipment used in the fabrication of integrated circuits in the United States, China, Europe, Japan, Korea, Taiwan, and the southeast Asia. The company offers ALTUS systems to deposit conformal films for tungsten metallization applications; SABRE electrochemical deposition products for copper damascene manufacturing; SOLA ultraviolet thermal processing products for film treatments; and VECTOR plasma-enhanced CVD ALD products. It also provides SPEED gapfill high-density plasma chemical vapor deposition (HDP-CVD) products; and Striker single-wafer atomic layer deposition (ALD) products that provide multiple dielectric film solutions. In addition, the company offers Flex for dielectric etch applications; Kiyo for conductor etch applications; Syndion for through-silicon via etch applications; and Versys metal products for metal etch processes. Further, it provides Coronus bevel clean products to enhance die yield; Da Vinci, DV-Prime, EOS, and SP to address a range of wafer cleaning applications; and Metryx mass metrology systems for high precision in-line mass measurement in semiconductor wafer manufacturing. Lam Research Corporation was founded in 1980 and is headquartered in Fremont, California.",Technology,Semiconductor Equipment & Materials
LW,"Lamb Weston Holdings, Inc. produces, distributes, and markets value-added frozen potato products worldwide. It operates through four segments: Global, Foodservice, Retail, and Other. The company offers frozen potatoes, sweet potatoes, commercial ingredients, and appetizers under the Lamb Weston brand, as well as various customer labels. The company also offers its products under its owned or licensed brands, such as Grown in Idaho and Alexia, and other licensed brands, as well as under retailers' own brands. In addition, it engages in the vegetable and dairy businesses. The company serves retail and foodservice customers; grocery, mass, club, and specialty retailers; and businesses, independent restaurants, regional chain restaurants, and convenience stores, as well as educational institutions. Lamb Weston Holdings, Inc. was founded in 1950 and is headquartered in Eagle, Idaho.",Consumer Defensive,Packaged Foods
LVS,"Las Vegas Sands Corp., together with its subsidiaries, develops, owns, and operates integrated resorts in Asia and the United States. It owns and operates The Venetian Macao Resort Hotel, the Sands Cotai Central, The Parisian Macao, The Plaza Macao and Four Seasons Hotel Macao, Cotai Strip, and the Sands Macao in Macao, the People's Republic of China; and Marina Bay Sands in Singapore. The company also owns and operates The Venetian Resort Hotel Casino on the Las Vegas Strip; and the Sands Expo and Convention Center in Las Vegas, Nevada. Its integrated resorts feature accommodations, gaming, entertainment and retail malls, convention and exhibition facilities, celebrity chef restaurants, and other amenities. Las Vegas Sands Corp. was founded in 1988 and is based in Las Vegas, Nevada.",Consumer Cyclical,Resorts & Casinos
LEG,"Leggett & Platt, Incorporated designs and produces various engineered components and products worldwide. It operates through three segments: Bedding Products; Furniture, Flooring & Textile Products; and Specialized Products. The company offers innersprings, wire forms, specialty foams, and machines to shape wire into various types of innersprings; industrial sewing/finishing machines, conveyor lines, mattress packaging, and glue-drying equipment, as well as quilting machines; and structural fabrics, carpet cushions and hard surface flooring underlayment, and geo components to manufacturers of finished bedding, upholstered furniture, packaging, filtration, and draperies; flooring retailers and distributors of carpet cushions; and contractors, landscapers, road construction companies, and government agencies using geo components. It also provides drawn wires and steel rods to packaging and baling companies, mechanical spring manufacturers, and wire distributors, as well as bedding and furniture components, and automotive seat support and lumbar systems. In addition, the company offers bases, columns, back rests, control devices, and casters and frames; private-label finished furniture; beds and bed frames; adjustable beds; and steel mechanisms and hardware, and springs and seat suspensions to upholstered and office furniture manufacturers; department stores and big box retailers; e-commerce retailers; and mattress and furniture retailers. Further, it provides mechanical and pneumatic lumbar support and massage systems, seat suspension systems, motors and actuators, and cables; titanium, nickel, and stainless steel tubing, formed tube, and tube assemblies; and engineered hydraulic cylinders to automobile and aerospace OEMs, mobile equipment OEMs, and aerospace suppliers. The company sells its products through sales representatives and distributors. Leggett & Platt, Incorporated was founded in 1883 and is based in Carthage, Missouri.",Consumer Cyclical,"Furnishings, Fixtures & Appliances"
LDOS,"Leidos Holdings, Inc. provides services and solutions in the defense, intelligence, civil, and health markets in the United States and internationally. It operates through three segments: Defense Solutions, Civil, and Health. The Defense Solutions segment offers national security solutions and systems for air, land, sea, space, and cyberspace for the U.S. Intelligence Community, Department of Defense, military services, the U.S. Department of Homeland Security, and government agencies of U.S. allies abroad, as well as other federal, civilian, and commercial customers in the national security industry. Its solutions include technology, intelligence systems, command and control platforms, data analytics, logistics, and cybersecurity solutions, as well as intelligence analysis and operations support services to critical missions. The Civil segment provides systems integration services to Air Navigation Service providers, including the Federal Aviation Administration, Transportation Security Administration, and airport operators; and vehicle and cargo inspection system, which enables the scanning of vehicles and cargo that produces an image using a low radiation dose. It also offers information technology (IT) solutions in cloud computing, mobility, application modernization, DevOps, data center, network modernization, asset management, help desk operations, and digital workplace enablement; federal environment and infrastructure; and logistics services. The Health segment offers solutions to federal and commercial customers responsible for health and well-being of people worldwide, including complex systems integration, managed health services, enterprise IT transformation, and life sciences services. Leidos Holdings, Inc. was founded in 1969 and is headquartered in Reston, Virginia.",Technology,Information Technology Services
LEN,"Lennar Corporation, together with its subsidiaries, operates as a homebuilder primarily under the Lennar brand in the United States. It operates through Homebuilding East, Homebuilding Central, Homebuilding Texas, Homebuilding West, Financial Services, Multifamily, and Lennar Other segments. The company's homebuilding operations include the construction and sale of single-family attached and detached homes, as well as the purchase, development, and sale of residential land. It primarily sells single-family attached and detached homes in communities targeted to first-time homebuyers, move-up homebuyers, active adult homebuyers, and luxury homebuyers. The company also offers mortgage financing, title insurance, and closing services for home buyers and others. In addition, it is involved in the fund investment activity; and originating and selling into securitizations commercial mortgage loans. Further, the company develops, constructs, and manages multifamily rental properties. Lennar Corporation was founded in 1954 and is based in Miami, Florida.",Consumer Cyclical,Residential Construction
LLY,"Eli Lilly and Company discovers, develops, manufactures, and markets pharmaceutical products worldwide. It offers endocrinology products for diabetes; osteoporosis in postmenopausal women and men; and human growth hormone deficiency and paediatric growth conditions. The company also provides neuroscience products for treating depressive disorder, diabetic peripheral neuropathic pain, anxiety disorder, fibromyalgia, and chronic musculoskeletal pain; migraine and episodic cluster headache; attention-deficit hyperactivity disorder; and schizophrenia. In addition, it offers immunology products for the treatment of rheumatoid arthritis, plaque psoriasis, psoriatic arthritis, and ankylosing spondylitis; oncology products to treat non-small cell lung, colorectal, head and neck, pancreatic, metastatic breast, ovarian, bladder, and metastatic gastric cancers, as well as malignant pleural mesothelioma; and products to treat erectile dysfunction and benign prostatic hyperplasia. Eli Lilly and Company primarily has collaborations with Incyte Corporation; Pfizer Inc.; Dicerna Pharmaceuticals, Inc.; AC Immune SA; Centrexion Therapeutics Corporation; ImmuNext, Inc.; Avidity Biosciences, Inc.; Duke Clinical Research Institute for the prevention of chronic heart failure and mortality after an acute myocardial infarction; AbCellera Biologics Inc.; and Sermonix Pharmaceuticals Inc., as well as an agreement with Junshi Biosciences to co-develop therapeutic antibodies for the potential prevention and treatment of COVID-19, the disease caused by the SARS-CoV-2 novel coronavirus. The company was founded in 1876 and is headquartered in Indianapolis, Indiana.",Healthcare,Drug Manufacturers—General
LNC,"Lincoln National Corporation, through its subsidiaries, operates multiple insurance and retirement businesses in the United States. It operates through four segments: Annuities, Retirement Plan Services, Life Insurance, and Group Protection. The Annuities segment offers variable, fixed, and indexed variable annuities. The Retirement Plan Services segment provides employers with retirement plan products and services primarily in the defined contribution retirement plan marketplace. This segment offers individual and group variable annuities, group fixed annuities, and mutual fund-based programs; and a range of plan services, including plan recordkeeping, compliance testing, participant education, and trust and custodial services. The Life Insurance segment provides life insurance products, including term insurance, such as single and survivorship versions of universal life insurance; variable universal life insurance; indexed universal life insurance products; and critical illness and long-term care riders. The Group Protection segment offers group non-medical insurance products comprising short and long-term disability, statutory disability and paid family medical leave administration and absence management services, term life, dental, vision and accident, and critical illness benefits and services to the employer marketplace through various forms of employee-paid and employer-paid plans. The company distributes its products through consultants, brokers, planners, agents, financial advisors, third-party administrators, and other intermediaries. Lincoln National Corporation was founded in 1905 and is headquartered in Radnor, Pennsylvania.",Financial Services,Insurance—Life
KR,"The Kroger Co. operates as a retailer in the United States. The company operates supermarkets, multi-department stores, marketplace stores, and price impact warehouse stores. Its combination food and drug stores offer natural food and organic sections, pharmacies, general merchandise, pet centers, fresh seafood, and organic produce; and multi-department stores provide apparel, home fashion and furnishings, outdoor living, electronics, automotive products, and toys. The company's marketplace stores offer full-service grocery, pharmacy, health and beauty care departments, and perishable goods, as well as general merchandise, including apparel, home goods, and toys; and price impact warehouse stores provides grocery, and health and beauty care items, as well as meat, dairy, baked goods, and fresh produce items. It also manufactures and processes food products for sale in its supermarkets; and sells fuel through 1,567 fuel centers. As of March 25, 2020, the company operated 2,757 retail food stores under various banner names in 35 states and the District of Columbia, as well as an online retail store. The Kroger Co. has a strategic partnership with Ocado Solutions to construct three new customer fulfillment centers in the Great Lakes, Pacific Northwest, and West regions. The company was founded in 1883 and is based in Cincinnati, Ohio.",Consumer Defensive,Grocery Stores
LIN,"Linde plc operates as an industrial gas company in North and South America, Europe, the Middle East, Africa, and the Asia Pacific. The company offers oxygen, nitrogen, argon, rare gases, carbon monoxide, carbon dioxide, helium, hydrogen, electronic gases, specialty gases, and acetylene. It also designs and constructs turnkey process plants, such as olefin, natural gas, air separation, and hydrogen and synthesis gas plants. The company serves healthcare, petroleum refining, manufacturing, food, beverage carbonation, fiber-optics, steel making, aerospace, chemicals, and water treatment industries. Linde plc was founded in 1879 and is based in Guildford, the United Kingdom.",Basic Materials,Specialty Chemicals
LKQ,"LKQ Corporation, together with its subsidiaries, distributes replacement parts, components, and systems used in the repair and maintenance of vehicles. It operates in three segments: North America, Europe, and Specialty. The company distributes bumper covers, automotive body panels, and lights, as well as automotive glass products, such as windshields; salvage products, including mechanical and collision parts comprising engines; transmissions; door assemblies; sheet metal products, such as trunk lids, fenders, and hoods; lights and bumper assemblies; scrap metal and other materials to metals recyclers; and brake pads, discs and sensors, clutches, steering and suspension products, filters, and oil and automotive fluids, as well as electrical products, including spark plugs and batteries. It also operates self-service retail operations under the LKQ Pick Your Part name; and designs, manufactures, and markets vehicle equipment and accessories. In addition, the company distributes recreational vehicle appliances and air conditioners, towing hitches, truck bed covers, vehicle protection products, cargo management products, wheels, tires, and suspension products. It serves collision and mechanical repair shops, and new and used car dealerships, as well as retail customers. The company operates in the United States, Canada, the United Kingdom, Germany, Belgium, the Netherlands, Luxembourg, Italy, the Czech Republic, Poland, Slovakia, Austria, Taiwan, and various other European countries. LKQ Corporation was founded in 1998 and is headquartered in Chicago, Illinois.",Consumer Cyclical,Auto Parts
LYV,"Live Nation Entertainment, Inc. operates as a live entertainment company. It operates through Concerts, Ticketing, and Sponsorship & Advertising segments. The Concerts segment promotes live music events in its owned or operated venues, and in rented third-party venues; operates and manages music venues; and produces music festivals and creates associated content. This segment also provides management and other services to artists. The Ticketing segment manages the ticketing operations, including the provision of ticketing software and services to clients, as well as ticket resale services; and offers online access for customers relating to ticket and event information through its primary Websites, livenation.com and ticketmaster.com. This segment sells tickets for its events, as well as for third-party clients in various live event categories, such as arenas, stadiums, amphitheaters, music clubs, concert promoters, professional sports franchises and leagues, college sports teams, performing arts venues, museums, and theaters. It sells tickets through Websites, mobile apps, ticket outlets, and telephone call centers. The Sponsorship & Advertising segment sells sponsorships and placement of advertising, including signage, online advertising, and promotional programs, as well as live streaming and music-related content; and ads across its distribution network of venues, events, and Websites. This segment also manages the development of strategic sponsorship programs, as well as develops, books, and produces custom events or programs for specific brands. As of December 31, 2019, it owned, operated, or leased 143 entertainment venues in North America and 79 entertainment venues internationally. The company was formerly known as Live Nation, Inc. and changed its name to Live Nation Entertainment, Inc. in January 2010. Live Nation Entertainment, Inc. was incorporated in 2005 and is headquartered in Beverly Hills, California.",Communication Services,Entertainment
LMT,"Lockheed Martin Corporation, a security and aerospace company, engages in the research, design, development, manufacture, integration, and sustainment of technology systems, products, and services worldwide. It operates through four segments: Aeronautics, Missiles and Fire Control, Rotary and Mission Systems, and Space Systems. The Aeronautics segment offers combat and air mobility aircraft, unmanned air vehicles, and related technologies. The Missiles and Fire Control segment provides air and missile defense systems; tactical missiles and air-to-ground precision strike weapon systems; logistics; fire control systems; mission operations support, readiness, engineering support, and integration services; manned and unmanned ground vehicles; and energy management solutions. The Rotary and Mission Systems segment offers military and commercial helicopters; ship and submarine mission and combat systems; mission systems and sensors for rotary and fixed-wing aircraft; sea and land-based missile defense systems; radar systems; the Littoral combat ship; simulation and training services; and unmanned systems and technologies. It also supports government customers in cybersecurity; and delivers communications, and command and control capabilities through mission solutions for defense applications. The Space Systems segment offers satellites; space transportation systems; strategic, advanced strike, and defensive missile systems; and classified systems and services in support of national security systems. This segment also provides network-enabled situational awareness and integrates space and ground-based systems to help its customers gather, analyze, and securely distribute critical intelligence data. Lockheed Martin Corporation was founded in 1912 and is headquartered in Bethesda, Maryland.",Industrials,Aerospace & Defense
L,"Loews Corporation provides commercial property and casualty insurance in the United States and internationally. It operates through five segments: CNA Financial Corporation; Diamond Offshore Drilling, Inc.; Boardwalk Pipeline Partners, LP; Loews Hotels Holding Corporation; and Corporate segments. The company offers specialty insurance products, such as management and professional liability coverages and products; and surety and fidelity bonds. It also provides commercial property insurance products that include property, marine, and boiler and machinery coverages; casualty insurance products comprising workers' compensation, general and product liability, commercial auto, and umbrella coverages; loss-sensitive insurance programs; and warranty, risk management, information, and claims administration services. The company markets its insurance products and services through independent agents, brokers, and managing general underwriters. In addition, it offers contract drilling services through a fleet of 15 offshore drilling rigs consisting of 4 drillships and 11 semisubmersible rigs. Further, the company is involved in the transportation and storage of natural gas and natural gas liquids (NGLs) through natural gas pipelines covering approximately 13,610 miles of interconnected pipelines; 455 miles of NGL pipelines in Louisiana and Texas; and 14 underground storage fields with an aggregate gas capacity of approximately 205 billion cubic feet of natural gas. Additionally, the company operates a chain of 26 hotels; and develops, manufactures, and markets a range of extrusion blow-molded and injection molded plastic containers for customers in the pharmaceutical, dairy, household chemicals, food/nutraceuticals, industrial/specialty chemicals, and water and beverage/juice segments, as well as manufactures commodity and differentiated plastic resins from recycled plastic materials. Loews Corporation was incorporated in 1969 and is headquartered in New York, New York.",Financial Services,Insurance—Property & Casualty
LOW,"Lowe's Companies, Inc., together with its subsidiaries, operates as a home improvement retailer in the United States, Canada, and Mexico. The company offers a line of products for construction, maintenance, repair, remodeling, and decorating. It provides home improvement products in various categories, such as appliances, dÃ©cor, paint, hardware, millwork, lawn and garden, lighting, lumber and building materials, flooring, kitchens and bath, rough plumbing and electrical, seasonal and outdoor living, and tools. It also offers installation services through independent contractors in various product categories; extended protection plans; and in-warranty and out-of-warranty repair services. The company sells its national brand-name merchandise and private branded products to homeowners, renters, and professional customers. As of January 31, 2020, it operated 1,977 home improvement and hardware stores. The company also sells its products through websites comprising Lowes.com and Lowesforpros.com; and through mobile applications. Lowe's Companies, Inc. was founded in 1946 and is based in Mooresville, North Carolina.",Consumer Cyclical,Home Improvement Retail
