MYL,"
				Mylan NV is a pharmaceutical healthcare company. The firm engages in the development, license, manufacture, market and distribution of generic, branded generic and specialty pharmaceutical products. It operates through the following geographical segments: North America, Europe and Rest of World. The North America segment develops, manufactures, sells, and distributes pharmaceutical products in tablet, capsule, injectable, transdermal patch, gel, nebulized and cream, or ointment form. The Europe segment operates through subsidiaries in Italy, Germany, the United Kingdom, and Spain. The Rest of World segment comprises of operations in Japan, Australia, China, Brazil, Russia, India, South Africa, Middle East and South East Asia. The company was founded in 1961 and is headquartered in Hatfield, the United Kingdom. . 
			"
MSCI,"
				MSCI, Inc. engages in the provision of investment decision support tools, including indices, portfolio risk and performance analytics and corporate governance products and services. The company operates through the following business segments: Index; Analytics; Environmental, Social, and Governance (ESG); and Real Estate. The Index segment involves in the index-linked product creation and performance benchmarking, as well as portfolio construction and rebalancing, and asset allocation. The Analytics segment offers risk management, performance attribution and portfolio management content, applications and services. The ESG segment offers products and services that help institutional investors understand how ESG factors can impact the long-term risk of investments. The Real Estate segment includes research, reporting, market data and benchmarking offerings that provide real estate performance analysis for funds, investors and managers. . 
			"
MS,"
				Morgan Stanley operates as a global financial services company. The firm provides investment banking products and services to its clients and customers including corporations, governments, financial institutions, and individuals. It operates through the following business segments: Institutional Securities, Wealth Management, and Investment Management. The Institutional Services segment provides financial advisory, capital-raising services, and related financing services on behalf of institutional investors. The Wealth Management segment offers brokerage and investment advisory services covering various types of investments, including equities, options, futures, foreign currencies, precious metals, fixed-income securities, mutual funds, structured products, alternative investments, unit investment trusts, managed futures, separately managed accounts, and mutual fund asset allocation programs. The Investment Management segment provides equity, fixed income, alternative investments, real estate, and merchant banking strategies. The company was founded by Harold Stanley and Henry S. Morgan on September 16, 1935 and is headquartered in New York, NY. 
			"
NDAQ,"
				Nasdaq, Inc. is a holding company, which engages in trading, clearing, exchange technology, regulatory, securities listing, information and public & private company services. It operates through the following segments: Market Services, Corporate Services, Information Services and Market Technology. The Market Services segment includes its equity derivative trading and clearing, cash equity trading, FICC and trade management services businesses. The Corporate Services segment includes its corporate solutions and listing services businesses. The Information Services segment includes data products, index licensing and services businesses. The Market Technology segment is a global technology solutions provider and partner to exchanges, clearing organizations, central securities depositories, regulators, banks, brokers and corporate businesses. The company was founded by Gordon S. 
			"
NOV,"
				National Oilwell Varco, Inc. provides equipment and technology to the upstream oil and gas industry. The company operates through the following segments: Rig Technologies, Wellbore Technologies, and Completion and Production Solutions. The Rig Technologies segment monitors its capital equipment backlog to plan its business. The Wellbore Technologies segment designs, manufactures, rents, and sells a variety of equipment and technologies used to perform drilling operations, and offers services that optimize their performance. The Completion and Production Solutions segment integrates technologies for well completions and oil and gas production. The company was founded in 1841 and is headquartered in Houston, TX. . 
			"
NWL,"
				Newell Brands, Inc. engages in the manufacture, marketing, and sale of consumer and commercial products. It operates through the following segments: Appliances and Cookware; Food and Commercial, Home and Outdoor Living; and Learning and Development. The Appliances and Cookware segment includes household products, including kitchen appliances, gourmet cookware, bakeware and cutlery. The Food and Commercial segment refers to, food storage and home storage products and fresh preserving products, vacuum sealing products, commercial cleaning and maintenance solutions, hygiene systems and material handling solutions. The Home and Outdoor Living segment consists of products for outdoor and outdoor-related activities, home fragrance products and connected home and security. The Learning and Development segment deals with writing instruments, including markers and highlighters, pens and pencils; art products; activity-based adhesive and cutting products; labeling solutions; baby gear and infant care products. The company was founded in 1903 and is headquartered in Atlanta, GA. 
			"
NFLX,"
				Netflix, Inc. is a streaming entertainment service company, which provides subscription service streaming movies and television episodes over the Internet and sending DVDs by mail. It operates through the following segments: Domestic Streaming, International Streaming and Domestic DVD. The Domestic Streaming segment derives revenues from monthly membership fees for services consisting solely of streaming content to its members in the United States. The International Streaming segment includes fees from members outside the United States. The Domestic DVD segment covers revenues from services consisting solely of DVD-by-mail. The company was founded by Marc Randolph and Wilmot Reed Hastings Jr. , on August 29, 1997 and is headquartered in Los Gatos, CA. 
			"
NTAP,"
				NetApp, Inc. provides software, systems, and services to manage and share data on-premises, and private and public clouds worldwide. The company offers cloud data services, including NetApp Cloud Volumes Service for AWS, NetApp Cloud Volumes ONTAP, NetApp Cloud Sync, NetApp Cloud Secure, NetApp Cloud Tiering, NetApp SaaS Backup, NetApp Kubernetes Service, and NetApp Cloud Insights. It also provides cloud infrastructure solutions, such as FlexPod, a portfolio of pre-validated designs and integration; NetApp HCI for public cloud consumption experience; and NetApp StorageGRID, a software-defined object-based storage solution. In addition, the company offers storage systems and software, including all-flash arrays that support data management; hybrid arrays to deploy the speed of flash storage; NetApp ONTAP storage operating system; NetApp ONTAP Select, which offers robust enterprise storage services; NetApp MAX Data; NetApp FlexArray storage virtualization software; NetApp OnCommand API Services; NetApp Active IQ software; NetApp data availability services; NetApp SnapCenter backup management software; NetApp SnapMirror data replication software; NetApp MetroCluster business continuity softwar; NetApp SnapLock data compliance software; NetApp SANtricity storage operating system; and NetApp Element operating system. Further, it provides software maintenance, hardware maintenance, and other services, including professional services, global support solutions, and customer education and training. It serves the energy, financial services, government, high technology, Internet, life sciences, healthcare services, manufacturing, media, entertainment, animation, video postproduction, and telecommunications through a direct sales force and an ecosystem of partners. The company was founded by David Hitz, James K. 
			"
NEE,"
				NextEra Energy, Inc. is an electric power and energy infrastructure company. It operates through the following segments: FPL & NEER. The FPL segment engages primarily in the generation, transmission, distribution and sale of electric energy in Florida. The NEER segment produces electricity from clean and renewable sources, including wind and solar. It provides full energy and capacity requirements services; engages in power and gas marketing and trading activities; participates in natural gas production and pipeline infrastructure development; and owns a retail electricity provider. The company was founded in 1984 and is headquartered in Juno Beach, FL. . 
			"
NWSA,"
				News Corp. engages in the creation and distribution of media, news, education, and information services. It operates through the following segments: News and Information Services, Book Publishing, Digital Real Estate Services, Subscription Video Services, and Other. The News and Information Services segment consists of Dow Jones, News Corp Australia, News UK, the New York Post, and News America Marketing. The Book Publishing segment consists of HarperCollins which publishes and supply consumer books through print, digital, and audio formats. The Digital Real Estate Services segment offers property and property-related advertising and services as well as financial services. The Subscription Video Services segment provides video sports, entertainment, and news services to pay-TV subscribers, and other commercial licensees via cable, satellite and Internet Protocol, and distribution. The Other segment refers to general corporate overhead expenses, corporate strategy group, and costs related to the U. 
			"
NWS,"
				News Corp. engages in the creation and distribution of media, news, education, and information services. It operates through the following segments: News and Information Services, Book Publishing, Digital Real Estate Services, Subscription Video Services, and Other. The News and Information Services segment consists of Dow Jones, News Corp Australia, News UK, the New York Post, and News America Marketing. The Book Publishing segment consists of HarperCollins which publishes and supply consumer books through print, digital, and audio formats. The Digital Real Estate Services segment offers property and property-related advertising and services as well as financial services. The Subscription Video Services segment provides video sports, entertainment, and news services to pay-TV subscribers, and other commercial licensees via cable, satellite and Internet Protocol, and distribution. The Other segment refers to general corporate overhead expenses, corporate strategy group, and costs related to the U. 
			"
NLSN,"
				Nielsen Holdings Plc engages in the provision of global marketing data collection and analytics services. It operates through the Buy and Watch segments. The Buy segments offers consumer packaged goods to manufacturers and retailers. The Watch segment delivers services to media and advertising clients. The company was founded by Arthur C. Nielsen, Sr. in 1923 and is headquartered in New York, NY. . 
			"
NKE,"
				NIKE, Inc. engages in the design, development, marketing, and sale of athletic footwear, apparel, accessories, equipment, and services. It operates through the following segments: North America; Europe, Middle East & Africa; Greater China; Asia Pacific & Latin America; Global Brand Divisions; Converse; and Corporate. The North America; Europe, Middle East & Africa; Greater China; and Asia Pacific & Latin America segments refers to the design, development, marketing, and selling of athletic footwear, apparel, and equipment. The Global Brand Divisions represents NIKE Brand licensing businesses. The Converse segment designs, markets, licenses, and sells casual sneakers, apparel, and accessories. The Corporate segment consists of unallocated general and administrative expenses. The company was founded by William Jay Bowerman and Philip H. 
			"
NEM,"
				Newmont Corp. is a gold producer, which engages in the production of gold. It operates through the following geographical segments: North America, South America, Australia, and Africa. The North America segment consists primarily of carlin, phoenix, twin creeks and long canyon in the state of Nevada and Cripple Creek and Victor in the state of Colorado, in the United States. The South America segment consists primarily of Yanacocha in Peru and Merian in Suriname. The Australia segment consists primarily of Boddington, Tanami and Kalgoorlie in Australia. The Africa segment consists primarily of Ahafo and Akyem in Ghana. The company was founded by William Boyce Thompson on May 2, 1921 and is headquartered in Greenwood Village, CO. 
			"
NI,"
				NiSource, Inc. is a holding company, which engages in energy solutions. Through its subsidiaries, it provides natural gas, electricity, and other products and services. It operates through the following segments: Gas Distribution Operations and Electric Operations. The Gas Distribution Operations segment focuses in the natural gas service and transportation for residential, commercial, and industrial customers. The Electric Operations segment generates, transmits, and distributes electricity. The company was founded in 1987 and is headquartered in Merrillville, IN. . 
			"
NBL,"
				Noble Energy, Inc. operates as an exploration and production company. It engages in the acquisition, exploration and development of crude oil and natural gas. The firm operates through the following geographical segments: United States, Eastern Mediterranean, West Africa, Other International and Midstream. The United States segment consists of U. S. onshore and Gulf of Mexico. The Eastern Mediterranean segment includes Israel and Cyprus. 
			"
NSC,"
				Norfolk Southern Corp. is a transportation company, which owns a freight railroad. It engages in the rail transportation of raw materials, intermediate products, and finished goods primarily in the Southeast, East, and Midwest and, via interchange with rail carriers, to and from the rest of the United States. The company transports overseas freight through several Atlantic and Gulf Coast ports. It offers the extensive intermodal network in the eastern half of the United States and is a transporter of coal, automotive, and industrial products. The company's services include property leases and sales; wire line or pipeline and fiber optics projects; access property; manage private crossings, promote business with signboards, and natural resource management. Norfolk Southern was founded on July 23, 1980 and is headquartered in Norfolk, VA. . 
			"
NOC,"
				Northrop Grumman Corp. engages in the provision of security businesses. It includes products, systems, and solutions in autonomous systems, cyber, command, control, communications and computers, intelligence, surveillance and reconnaissance, strike, and logistics and modernization. The firm operates through the following segments: Aeronautics Systems, Defense Systems, Mission Systems and Space Systems. The Aeronautics Systems segment consists of Autonomous Systems and Manned Aircrafts. The Defense Systems segment consists of Battle Management and Missile Systems. The Mission Systems segment consists of Airborne Sensors & Networks, Cyber & Intelligence Mission Solutions, Maritime/Land Systems & Sensors and Navigation, Targeting & Survivability. The Space Systems segment consists of operations relating Launch & Strategic Missiles and space. 
			"
NTRS,"
				Northern Trust Corp. is a financial holding company, which engages in the provision of asset servicing, fund administration, asset management, fiduciary, and banking solutions for corporations, institutions, families, and individuals. It operates through the following segments: Corporate & Institutional Services and Wealth Management. The Corporate & Institutional Services Segment offers asset servicing, brokerage, banking and related services to corporate and public retirement funds, foundations, endowments, fund managers, insurance companies, and sovereign wealth funds. The Wealth Management Segment includes trust, investment management, custody, and philanthropic services, financial consulting; guardianship and estate administration, family business consulting; family financial education, brokerage services and private and business banking. Northern Trust was founded in 1971 and is headquartered in Chicago, IL.
			"
NLOK,"
				NortonLifeLock, Inc. engages in the provision of security, storage, and systems management solutions. It operates through Enterprise Security and Consumer Digital Safety segments. The Enterprise Security segment focuses on the provision of solutions to protect organizations so they can securely conduct business while leveraging new platforms and data. The Consumer Digital Safety segment provides solutions to protect information, devices, networks and the identities of consumers. The company was founded by Gary Hendrix in April 1982 and is headquartered in Tempe, AZ.
			"
NRG,"
				NRG Energy, Inc. engages in the production, sale, and distribution of energy and energy services. It operates through the following segments: Generation, Retail, and Corporate. The Generation segment includes all power plant activities, domestic and international, as well as renewables. The Retail segment includes mass customers and business solutions, and other distributed and reliability products. The Corporate segment includes residential solar and electric vehicle services. The company was founded in 1989 and is headquartered in Princeton, NJ. . 
			"
NCLH,"
				Norwegian Cruise Line Holdings Ltd. engages in cruise business. It provides cruise experiences for travelers with itineraries in North America, Mediterranean, Baltic, Central America, Bermuda and Caribbean. It also offers an entirely inter-island itinerary in Hawaii. Its brands include Norwegian Cruise Line, Oceania Cruises, and Regent Seven Seas Cruses. The company was founded in 2010 and is headquartered in Miami, FL.
			"
NUE,"
				Nucor Corp. engages in the manufacturing of steel and steel products. It operates through the following segments: Steel Mills, Steel Products, and Raw Materials. The Steel Mills segment comprises carbon and alloy steel in sheet, bars; structural and plate; steel trading businesses; rebar distribution businesses; and Nucor's equity method investments. The Steel Products segment includes steel joists and joist girders, steel deck, fabricated concrete reinforcing steel, cold finished steel, steel fasteners, metal building systems, steel grating, tubular products businesses, piling products business, and wire and wire mesh. The Raw Materials segment consists direct reduced iron, and ferrous and nonferrous metals. The company was founded by Ransom E. Olds in 1905 and is headquartered in Charlotte, NC. 
			"
NVDA,"
				NVIDIA Corp. engages in the design and manufacture of computer graphics processors, chipsets, and related multimedia software. It operates through the Graphics Processing Unit (GPU) and Tegra Processor segments. The GPU segment comprises of product brands, which aims specialized markets including GeForce for gamers; Quadro for designers; Tesla and DGX for AI data scientists and big data researchers; and GRID for cloud-based visual computing users. The Tegra Processor segment integrates an entire computer onto a single chip, and incorporates GPUs and multi-core CPUs to drive supercomputing for autonomous robots, drones, and cars, as well as for consoles and mobile gaming and entertainment devices. The company was founded by Jen-Hsun Huang, Chris A. Malachowsky, and Curtis R. Priem in January 1993 and is headquartered in Santa Clara, CA. 
			"
NVR,"
				NVR, Inc. engages in the construction and sale of single-family detached homes, townhomes and condominium buildings. It operates through the following segments: Homebuilding and Mortgage Banking. The Homebuilding segment sells and builds homes under the trade names Ryan Homes, NVHomes, Fox Ridge Homes and Heartland Homes. The Mortgage Banking segment focuses on serving the needs of the company's homebuyers. The company was founded in 1980 and is headquartered in Reston, VA.
			"
OXY,"
				Occidental Petroleum Corp. engages in the exploration and production of oil and natural gas. It operates through the following segments: Oil and Gas, Chemical, and Midstream and Marketing. The Oil and Gas segment explores for, develops and produces oil and condensate, natural gas liquids and natural gas. The Chemical segment manufactures and markets basic chemicals and vinyls. The Midstream and Marketing segment purchases, markets, gathers, processes, transports and stores oil, condensate, natural gas liquids, natural gas, carbon dioxide, and power. The company was founded in 1920 and is headquartered in Houston, TX. . 
			"
ORLY,"
				O'Reilly Automotive, Inc. owns and operates retail outlets in the United States. It engages in the distribution and retailing of automotive aftermarket parts, tools, supplies, equipment, and accessories in the U. S. , serving both professional installers and do-it-yourself customers. The company provides new and remanufactured automotive hard parts, including alternators, starters, fuel pumps, water pumps, brake system components, batteries, belts, hoses, temperature controls, chassis parts and engine parts; maintenance items comprising oil, antifreeze products, fluids, filters, lighting products, engine additives, and appearance products; and accessories, such as floor mats, seat covers, and truck accessories. Its stores offer auto body paint and related materials, automotive tools and professional service provider service equipment. The company stores also offer enhanced services and programs comprising used oil, oil filter and battery recycling; battery, wiper, and bulb replacement; battery diagnostic testing; electrical and module testing; check engine light code extraction; loaner tool program; drum and rotor resurfacing; custom hydraulic hoses; professional paint shop mixing and related materials; and machine shops. 
			"
ODFL,"
				Old Dominion Freight Line, Inc. engages in the provision of less-than-truckload services. The company involves in the ground and air expedited transportation, and consumer household pickup and delivery. Its services include container drayage, truckload brokerage, supply chain consulting, and warehousing. The company was founded by Earl Congdon Sr. and Lillian Congdon in 1934 and is headquartered in Thomasville, NC.
			"
OMC,"
				Omnicom Group, Inc. is a holding company, which engages in the management and provision of advertising agencies. It offers marketing and corporate communications services. The company was founded by Maxwell Dane in 1944 and is headquartered in New York, NY.
			"
OKE,"
				ONEOK, Inc. engages in gathering, processing, fractionating, transporting, storing, and marketing of natural gas. It operates through the following segments: Natural Gas Gathering and Processing, Natural Gas Liquids, and Natural Gas Pipelines. The Natural Gas Gathering and Processing segment offers midstream services to producers in North Dakota, Montana, Wyoming, Kansas and Oklahoma. The Natural Gas Liquids segment owns and operates facilities that gather, fractionate, treat and distribute NGLs and store NGL products, primarily in Oklahoma, Kansas, Texas, New Mexico and the Rocky Mountain region, which includes the Williston, Powder River and DJ Basins, where it provides midstream services to producers of NGLs and deliver those products to the two primary market centers, one in the Mid-Continent in Conway, Kansas, and the other in the Gulf Coast in Mont Belvieu, Texas. The Natural Gas Pipelines segment provides transportation and storage services to end users. The company was founded in 1906 and is headquartered in Tulsa, OK. . 
			"
ORCL,"
				Oracle Corp. engages in the provision of products and services that address all aspects of corporate information technology environments. It operates through the following business segments: Cloud and License, Hardware, and Services. The Cloud and License segment markets, sells, and delivers applications, platform, and infrastructure technologies. The Hardware segment provides hardware products and hardware-related software products including Oracle Engineered Systems, servers, storage, industry-specific hardware, operating systems, virtualization, management and other hardware related software, and related hardware support. The Services segment offers consulting, advanced support, and education services. The company was founded by Lawrence Joseph Ellison, Robert Nimrod Miner and Edward A. Oates on June 16, 1977 and is headquartered in Redwood City, CA. 
			"
OTIS,"
				Otis Worldwide Corp. engages in the manufacture, installation, and provision of escalator and escalator services. It operates through the New Equipment and Service segments. The New Equipment segment designs, manufactures, sells, and installs a wide range of passenger and freight elevators. The Service segment offers maintenance and repair services; and modernization services to upgrade elevators and escalators. The company was founded by Elisha Graves Otis in 1853 and is headquartered in Farmington, CT.
			"
PCAR,"
				PACCAR, Inc. is a global technology company, which engages in the design and manufacture of light, medium, and heavy-duty trucks. It operates through the following segments: Truck, Parts and Financial Services. The Truck segment designs and manufactures heavy, medium, and light duty diesel trucks which are marketed under the Kenworth, Peterbilt, and DAF brands. The Parts segment distributes aftermarket parts for trucks and related commercial vehicles. The Financial Services segment provides finance and leasing products; and services provided to truck customers and dealers. The company was founded by William Pigott Sr. in 1905 and is headquartered in Bellevue, WA. 
			"
PAYX,"
				Paychex, Inc. engages in the provision of human capital management solutions for payroll, human resource, insurance, and retirement for small and medium sized businesses. Its solutions include payroll services, hiring services, business insurance, time and attendance, employee benefits, finance and payments, human resources services, and startup services. The company was founded by Blase Thomas Golisano in 1971 and is headquartered in Rochester, NY.
			"
PYPL,"
				PayPal Holdings, Inc. engages in the development of technology platform for digital payments. Its solutions include PayPal, PayPal Credit, Braintree, Venmo, Xoom, and Paydiant products. The firm manages a two-sided proprietary global technology platform that links customers, which consist of both merchants and consumers, to facilitate the processing of payment transactions. It allows its customers to use their account for both purchase and paying for goods, as well as to transfer and withdraw funds. The firm also enables consumers to exchange funds with merchants using funding sources, which include bank account, PayPal account balance, PayPal Credit account, credit and debit card or other stored value products. It offers consumers person-to-person payment solutions through its PayPal Website and mobile application, Venmo and Xoom. The company was founded in December 1998 and is headquartered in San Jose, CA. 
			"
PAYC,"
				Paycom Software, Inc. provides comprehensive, cloud-based human capital management (HCM) software solutions delivered as Software-as-a-Service. It provides functionality and data analytics that businesses need to manage the complete employment life cycle from recruitment to retirement. Its solutions requires virtually no customization and is based on a core system of record maintained in a single database for all HCM functions, including talent acquisition, time and labor management, payroll, talent management and human resources management applications. The company was founded by Chad R. Richison in 1998 and is headquartered in Oklahoma City, OK.
			"
PKG,"
				Packaging Corp. of America engages in the production of container products. It operates through the following segments: Packaging, Paper, and Corporate and Other. The Packaging segment offers a variety of corrugated packaging products, such as conventional shipping containers. The Paper segment manufactures and sells a range of papers, including communication-based papers, and pressure sensitive papers. The Corporate and Other segment focuses on transportation assets, as well as rail cars, and trucks. The company was founded in 1959 and is headquartered in Lake Forest, IL. . 
			"
PH,"
				Parker-Hannifin Corp. engages in the manufacture of motion and control technologies and systems. The firm also provides engineered solutions for mobile, industrial, and aerospace markets. It operates through the following segments: Diversified Industrial and Aerospace Systems. The Diversified Industrial segment offers products to original equipment manufacturers. The Aerospace Systems segment supplies aftermarket services, commercial transports, engines, helicopters, military aircraft, missiles, and unmanned aerial vehicles. The company was founded by Arthur L. Parker in 1918 and is headquartered in Cleveland, OH. 
			"
PBCT,"
				People's United Financial, Inc. is a bank and financial holding company, which engages in the commercial banking, retail and business banking, and wealth management services to individual, corporate and municipal customers. It operates through the Commercial Banking and Retail Banking segments. The Commercial Banking segment offers commercial real estate; commercial and industrial; and equipment financing solutions. The Retail Banking segment comprises residential mortgage; and home equity. The company was founded on November 2, 2006 and is headquartered in Bridgeport, CT.
			"
PNR,"
				Pentair Plc engages in the provision of water solutions for residential, commercial, industrial, infrastructure, and agriculture applications. Its portfolio of solutions enables people, businesses, and industries to access clean, safe water, reduce water consumption, and recover and reuse it. It operates through the following business segments: Consumer Solutions and Industrial & Flow Technologies. The Consumer Solutions segment designs, manufactures and sells energy-efficient residential and commercial pool equipment and accessories, and commercial and residential water treatment products and systems. The Industrial & Flow Technologies segment manufactures and sells a variety of fluid treatment and pump products and systems, including pressure vessels, gas recovery solutions, membrane bioreactors, wastewater reuse systems and advanced membrane filtration, separation systems, water disposal pumps, water supply pumps, fluid transfer pumps, turbine pumps, solid handling pumps, and agricultural spray nozzles, while serving the global residential, commercial and industrial markets. The company was founded by Murray J. Harpole, Vern Stone, Vincent Follmer, Leroy Nelson, and Gary Ostrand on August 31, 1966 and is headquartered in London, the United Kingdom. . 
			"
PKI,"
				PerkinElmer, Inc. engages in the provision of products, services, and solutions for diagnostics, food, environmental, life sciences, and applied markets. It operates through the following segments: Discovery & Analytical Solutions and Diagnostics. The Discovery & Analytical Solutions segment comprises of technologies that help life sciences researchers better understand diseases and develop treatments. The Diagnostics segment offers instruments, reagents, assay platforms, and software to hospitals, medical labs, clinicians, and medical research professionals to help improve the health of families. The company was founded by Richard Scott Perkin and Charles W. Elmer on April 19, 1937 and is headquartered in Waltham, MA. . 
			"
PFE,"
				Pfizer Inc. engages in the discovery, development, and manufacture of healthcare products specializes in medicines, vaccine, and consumer healthcare. It operates through the Pfizer Innovative Health (IH) and Pfizer Essential Health (EH) segments. The IH segment focuses on the development and commercializing medicines and vaccines for internal medicine, oncology, inflammation and immunology, rate disease, and consumer healthcare. The EH segment is involved in development and supply of branded generics, generic sterile injectable products, biosimilars, and select branded products including anti-infectives. The company was founded by Charles Pfizer Sr. and Charles Erhart in 1849 and is headquartered in New York, NY. . 
			"
PEP,"
				PepsiCo, Inc. engages in the manufacture, marketing, distribution and sale of beverages, food, and snacks. It is a food and beverage company with a complementary portfolio of brands, including Frito-Lay, Gatorade, Pepsi-Cola, Quaker, and Tropicana. It operates through the following business segments: Frito-Lay North America; Quaker Foods North America; North America Beverages; Latin America; Europe Sub-Saharan Africa; and Asia, Middle East, and North Africa. The Frito-Lay North America segment markets, distributes, and sells snack foods under the Lay's, Doritos, Cheetos, Tostitos, Fritos, Ruffles, and Santitas brands. The Quaker Foods North America segment includes cereals, rice, and pasta under the Quaker, Aunt Jemima, Quaker Chewy, Cap'n Crunch, Life, and Rice-A-Roni brands. The North America Beverages segment consists of beverage concentrates, fountain syrups, and finished goods under various beverage brands such as Pepsi, Gatorade, Mountain Dew, Diet Pepsi, Aquafina, Diet Mountain Dew, Tropicana Pure Premium, Sierra Mist, and Mug. The Latin America segment covers beverage, food, and snack businesses in Latin America region. 
			"
PRGO,"
				Perrigo Co. Plc engages in providing over-the-counter (OTC) self-care and wellness solutions. Its solutions enhance individual well-being by empowering consumers to proactively prevent or treat conditions that can be self-managed. The firm operates through three segments: Consumer Self-Care Americas, Consumer Self-Care International, and Prescription Pharmaceuticals. The Consumer Self-Care Americas segment comprises the store brand consumer self-care business in the U. S. , Mexico and Canada. The Consumer Self-Care International segment includes the branded consumer self-care business in Europe, along with consumer-focused businesses in the U. 
			"
PSX,"
				Phillips 66 engages in the processing, transportation, storage, and marketing of fuels and other related products. The company operates through the following segments: Midstream, Chemicals, Refining and Marketing & Specialties. The Midstream segment provides crude oil and refined products transportation, terminaling and processing services, as well as natural gas, natural gas liquids and liquefied petroleum gas transportation, storage, processing and marketing services. The Chemicals segment produces and markets petrochemicals and plastics on a worldwide basis. The Refining segment Refines crude oil and other feedstocks into petroleum products such as gasoline, distillates and aviation fuels. The Marketing and Specialties segment purchases for resale and markets refined petroleum products such as base oils and lubricants, as well as power generation operations. Phillips 66 was founded on April 30, 2012 and is headquartered in Houston, TX. . 
			"
PM,"
				Philip Morris International, Inc. is a holding company, which engages in manufacturing and sale of cigarettes, tobacco and nicotine-containing products. It operates through the following geographical segments: European Union, Eastern Europe, Middles East & Africa, South & Southeast Asia, East Asia & Australia and Latin America & Canada. The company was founded by Philip Morris in 1847 and is headquartered in New York, NY.
			"
PNC,"
				PNC Financial Services Group, Inc. is a holding company, which engages in the provision of financial services. It operates through the following segments: Retail Banking, Corporate & Institutional Banking, Asset Management Group, and BlackRock. The Retail Banking segment offers deposit, lending, brokerage, investment management, and cash management products and services to consumer and small business customers. The Corporate & Institutional segment covers the lending, treasury management, and capital markets-related products and services to mid-sized and large corporations, government, and not-for-profit entities. The Asset Management Group segment includes personal wealth management for high net worth and ultra high net worth clients and institutional asset management. The BlackRock segment operates as a publicly-traded investment management firm providing a range of investment, risk management and technology services to institutional and retail clients. The company was founded in 1983 and is headquartered in Pittsburgh, PA. 
			"
PNW,"
				Pinnacle West Capital Corp. is a holding company, which engages in providing energy and energy-related products. It offers regulated retail and wholesale electricity businesses and related activities, such as electricity generation, transmission and distribution through its subsidiary, Arizona Public Service Co. The company was founded on February 20, 1985 and is headquartered in Phoenix, AZ.
			"
PXD,"
				Pioneer Natural Resources Co. Operates as an independent oil and gas exploration and production company. The firm engages in hydrocarbon exploration in the Cline Shale. It focuses in the operation of Permian Basin, Eagle Ford Shale, Rockies, and West Panhandle projects. The firm also maintains an office in Midland, Texas and field offices in its area of operation. The company was founded in August 1997 and is headquartered in Irving, TX.
			"
PPG,"
				PPG Industries, Inc. engages in the manufacture and distribution of coatings, specialty materials, and glass products. It operates through Performance Coatings and Industrial Coatings segments. The Performance Coatings segment comprises of the refinish, aerospace, protective and marine, and architectural coatings businesses. The Industrial Coatings segment includes automotive OEM, industrial coatings, packaging coatings, and specialty coatings and materials businesses. The company was founded was founded by John B. Ford and John A. Pitcairn in 1883 and is headquartered in Pittsburgh, PA. 
			"
PRU,"
				Prudential Financial, Inc. engages in the provision of financial products and services including life insurance, annuities, mutual funds, and investment management to both individual and institutional customers. It operates through the following segments: U. S. Individual Solutions, U. S. Workplace Solutions, PGIM, International Insurance, Closed Block, and Corporate and Others. The U. 
			"
PFG,"
				Principal Financial Group, Inc. is a financial company, which offers financial products and services to businesses, individuals and institutional clients. It specializes in retirement solutions, insurance, and investment products through its diverse family of financial services companies and national network of financial professionals. It operates its business through following segments: Retirement and Income Solutions, Principal Global Investors, Principal International, U. S. Insurance Solutions and Corporate. The Retirement and Income Solutions segment provides retirement and related financial products and services primarily to businesses, their employees and other individuals. The Principal Global Investors segment provides asset management services to asset accumulation business, insurance operations, corporate segment and third party clients and also refers to mutual fund business. 
			"
PGR,"
				Progressive Corp. is an insurance holding company, which engages in the provision of personal and commercial auto insurance, residential property insurance, and other specialty property-casualty insurance and related services. It operates through the following segments: Personal Lines, Commercial Lines and Property. The Personal Lines segment includes agency and direct businesses. The Commercial Lines segment writes primary liability and physical damage insurance for automobiles and trucks owned and operated predominately by small business in the auto, for-hire transportation, contractor, for-hire specialty, tow, and for-hire livery markets. The Property segment covers residential property insurance for homeowners, other property owners, and renters. The company was founded in 1965 and is headquartered in Mayfield Village, OH. . 
			"
PPL,"
				PPL Corp. is a utility holding company, which engages in the generation, transmission, and distribution of electricity. It operates through the following segments: U. K. Regulated, Kentucky Regulated, and Pennsylvania Regulated. The U. K. Regulated segment includes regulated electricity distribution operations of Western Power Distribution. 
			"
PG,"
				Procter & Gamble Co. engages in the provision of branded consumer packaged goods. It operates through the following segments: Beauty; Grooming; Health Care; Fabric & Home Care; and Baby, Feminine & Family Care. The Beauty segment offers hair, skin, and personal care. The Grooming segment comprises of shave care like female and male blades and razors, pre and post shave products, and appliances. The Health Care segment includes oral care products like toothbrushes, toothpaste, and personal health care such as gastrointestinal, rapid diagnostics, respiratory, and vitamins, minerals, and supplements. The Fabric and Home Care segment consist of fabric enhancers, laundry additives and detergents, and air, dish, and surface care. The Baby, Feminine and Family Care segment sells baby wipes, diapers, and pants, adult incontinence, feminine care, paper towels, tissues, and toilet paper. 
			"
