Ticker,Description
HIG,"
										The Hartford Financial Services Group Inc offers a diverse range of property and casualty insurance, group benefits, and mutual fund services to a customer base of individuals and corporations.
									"
HFC,"
										HollyFrontier is an independent petroleum refiner that owns and operates four refineries serving the Rockies, midcontinent, and Southwest, with a total crude oil throughput capacity of 460,000 barrels per day. It is converting its Cheyenne petroleum refinery to renewable diesel. It also has a 57% ownership stake in Holly Energy Partners, which owns and operates petroleum product pipelines and terminals principally in the Southwestern United States.
									"
HES,"
										Hess is an independent oil and gas producer with key assets in the Bakken Shale, Guyana, the Gulf of Mexico, and Southeast Asia. At the end of 2019, the company reported net proved reserves of 1.2 billion barrels of oil equivalent. Net production averaged 311 thousand barrels of oil equivalent per day in 2019, at a ratio of 69% oil and natural gas liquids and 31% natural gas.
									"
HBAN,"
										Huntington Bancshares is a regional bank holding company headquartered in Columbus, Ohio. The bank has a network of branches and ATMs across eight Midwestern states. Founded in 1866, Huntington National Bank and its affiliates provide consumer, small-business, commercial, treasury management, wealth management, brokerage, trust, and insurance services. Huntington also provides auto dealer, equipment finance, national settlement, and capital market services that extend beyond its core states.
									"
HSY,"
										Hershey is a leading confectionery manufacturer in the U.S. (nearly a $25 billion market), controlling around 45% of the domestic chocolate space (per IRI). Beyond its namesake label, the firm's mix has expanded over the last 85 years and now consists of more than 80 brands, including Reese's, Kit Kat, Kisses, and Ice Breakers. Hershey's products are sold in about 85 countries, with just 10% of total sales coming from markets outside the U.S., including Brazil, China, India, and Mexico. The firm has sought inorganic opportunities to extend its reach beyond its core confection business, adding Amplify Snack Brands and its Skinny Pop ready-to-eat popcorn to its mix and Pirate Brands (including the Pirate’s Booty, Smart Puffs, and Original Tings brands) over the past few years.
									"
HPE,"
										Hewlett Packard Enterprise is a supplier of IT infrastructure products and services. The company operates as three major segments. Its hybrid IT division primarily sells computer servers, storage arrays, and Pointnext technical services. The intelligent edge group sells Aruba networking products and services. HPE's financial services division offers financing and leasing plans for customers. The Palo Alto, California-based company sells on a global scale and has approximately 66,000 employees.
									"
HLT,"
										Hilton Worldwide Holdings operates 983,000 rooms across 18 brands addressing the midscale through luxury segments as of June 30. Hampton and Hilton are the two largest brands by total room count at 28% and 22%, respectively, as of June 30. Recent brands launched over the last few years include Home2, Curio, Canopy, Tru, and Tempo. Managed and franchised represent the vast majority of adjusted EBITDA, predominantly from the Americas regions.
									"
IDXX,"
										Idexx Laboratories primarily develops, manufactures, and distributes diagnostic products, equipment, and services for pets and livestock. Its key product lines include single-use canine and feline test kits that veterinarians can employ in the office, benchtop chemistry and hematology analyzers for test-panel analysis on-site, reference lab services, and tests to detect and manage disease in livestock. Idexx gets about 38% of its revenue from outside the United States.
									"
ILMN,"
										Illumina provides tools and services to analyze genetic material with life science and clinical lab applications. The company generates revenue from sequencing tools and dedicated consumables (73% of 2019 sales). Illumina’s high-throughput technology enables whole genome sequencing in humans and other large organisms. Its lower throughput tools enable applications that require smaller data outputs, such as viral and cancer tumor screening. Illumina also sells microarrays (10% of sales) that enable lower-cost, focused genetic screening with primarily consumer and agricultural applications. Services account for 17% of sales and include basic maintenance services, clinical lab applications (such as noninvasive prenatal, oncology, and rare-disease screening), and whole genome sequencing.
									"
INCY,"
										Incyte focuses on the discovery and development of small-molecule drugs. The firm's lead drug, Jakafi, treats two types of rare blood cancer and graft versus host disease and is partnered with Novartis. Incyte's other marketed drugs include rheumatoid arthritis treatment Olumiant (licensed to Lilly), and oncology drugs Iclusig (chronic myeloid leukemia), Pemazyre (cholangiocarcinoma), Tabrecta (lung cancer), and Monjuvi (diffuse large B-cell lymphoma). Incyte's pipeline includes a broad array of oncology and dermatology programs.
									"
HST,"
										Host Hotels & Resorts owns over 80 predominantly urban and resort upper upscale and luxury hotel properties representing over 47,000 rooms, mainly in the United States. Host recently sold off the company's interests in a joint venture owning a portfolio of hotels throughout Europe and also sold other joint ventures that owned properties in Asia and the United States. The majority of Host’s portfolio operates under the Marriott and Starwood brands.
									"
HPQ,"
										HP Inc. is a leading provider of computers, printers, and printer supplies. The company's three operating business segments are its personal systems, containing notebooks, desktops, and workstations; and its printing segment which contains supplies, consumer hardware, and commercial hardware; and corporate investments. In 2015, Hewlett-Packard was separated into HP Inc. and Hewlett Packard Enterprise and the Palo Alto, California-based company sells on a global scale.
									"
INTC,"
										Intel Corp is one of the world's largest chipmakers. It designs and manufactures microprocessors for the global personal computer and data center markets. Intel pioneered the x86 architecture for microprocessors. It is also the prime proponent of Moore's law for advances in semiconductor manufacturing. While Intel's server processor business has benefited from the shift to the cloud, the firm has also been expanding into new adjacencies as the personal computer market has declined. These include areas such as the Internet of Things, memory, artificial intelligence, and automotive. Intel has been active on the merger and acquisitions front, recently acquiring Altera, Mobileye, Nervana, Movidius, and Habana Labs in order to assist its efforts in non-PC arenas.
									"
HRL,"
										Hormel Foods is a protein-focused branded food company. Its brands include its namesake Hormel, Spam, Jennie-O, Dinty Moore, Applegate, Wholly Guacamole, and Skippy. The vast majority of the company’s revenue is U.S.-based: 62% U.S. retail, 31% U.S. food service, and 7% international. By product type, 19% of revenue is shelf-stable foods, 19% is poultry (branded and commodity), 57% is other perishable food, and 5% is other, primarily nutritional products. The company holds the number-one market position in turkey, shelf-stable meat, pepperoni, natural/organic deli meat, guacamole, and canned stew and the number-two position in bacon and peanut butter.
									"
HWM,"
										Howmet Aerospace derives the vast majority of its revenue supplying specialty metals to the aerospace and defense end market, although it has a smaller presence in certain other end markets as well. Despite emerging from an aluminum-centric parent company, only 20% of its volumes are aluminum products. Instead, superalloys constitute roughly 60% of volumes and titanium products account for the balance. Key value-added product lines are frequently used in applications that require stress tolerance as well as corrosion and heat resistance.
									"
HON,"
										Honeywell traces its roots to inventor Albert Butz’s company, the Butz-Thermo Electric Regulator Co. in 1885, which produced a predecessor to the modern thermostat. From its origins developing climate control technology, which still operates today, Honeywell has emerged as a sprawling conglomerate with operations that span the globe. Today, it operates through four business segments--aerospace, building technologies, performance materials and technologies, and safety and productivity solutions--increasingly transforming itself into a software-industrial company serving diverse end markets like the U.S. defense, e-commerce, and oil and gas industries.
									"
HD,"
										Home Depot is the world's largest home improvement specialty retailer, operating nearly 2,300 warehouse-format stores offering more than 30,000 products in store and 1 million products online in the United States, Canada, and Mexico. Its stores offer numerous building materials, home improvement products, lawn and garden products, and decor products and provide various services, including home improvement installation services and tool and equipment rentals. The acquisition of distributor Interline Brands in 2015 allowed Home Depot to enter the maintenance, repair, and operations sector, while the tie-up with Company Store brought textile exposure to the lineup.
									"
INTU,"
										Intuit is a provider of small-business accounting software (QuickBooks), personal tax solutions (TurboTax), and professional tax offerings (Lacerte). Founded in the mid-1980s, Intuit controls the majority of U.S. market share for small-business accounting and DIY tax-filing software.
									"
HII,"
										Huntington Ingalls Industries Inc builds military ships and provides manufacturing and other services to the nuclear energy, oil, and gas markets. Additionally, the company builds and refuels aircraft carriers and submarines. The designing, building, and repairing of ships is primarily conducted through contracts with the United States government, principally the Department of Defense. Many of its products require life cycle support, and teams work together to plan and implement maintenance services. The maintenance may vary from standard repairs and refueling to more technical logistics and assessments. Oil, gas, and energy projects focus on providing management and consultation services to both the private industry and government.
									"
HUM,"
										Humana is one of the largest private insurance health insurers in the U.S. with a focus on administering Medicare Advantage plans. The firm has built a niche specializing in government-sponsored programs, with nearly all its medical membership stemming from individual and group Medicare Advantage, Medicaid, and the military's Tricare program. The firm is also a leader in stand-alone prescription drug plans for seniors enrolled in traditional fee-for-service Medicare. Humana offers employer-based plans primarily for small businesses along with specialty insurance offerings such as dental, vision, and life. Beyond medical insurance, the company provides other healthcare services, including primary-care services and pharmacy benefit management.
									"
INFO,"
										IHS Markit is a leading provider of data and analytics to corporate and sovereign clients across a wide variety of industries. Financial markets accounted for 39% of fiscal 2019 revenue, transportation 28%, resources (energy and chemicals) 21%, and CMS (consolidated markets) 12%. Approximately 60% of fiscal 2019 revenue came from the United States. IHS Markit has approximately 15,500 employees worldwide. About 72% of fiscal 2019 revenue was recurring and fixed, 13% recurring and variable, and 15% non-recurring.
									"
IEX,"
										Idex manufactures pumps, flow meters, valves, and fluidic systems for customers in a variety of end markets, including industrial, fire & safety, life science, and water. The firm’s business is organized into three segments: fluid & metering technologies, health & science technologies, and fire & safety and diversified products. Based in Lake Forest, Illinois, Idex has manufacturing operations in over 20 countries and has 7,000 employees. The company generated $2.5 billion in revenue and $600 million in adjusted operating income in 2019.
									"
IPGP,"
										IPG Photonics is a vertically integrated developer and manufacturer of high-performance fiber lasers, fiber amplifiers, and diode lasers, which are used in diverse applications in the manufacturing, automotive, industrial, aerospace, semiconductor, and consumer end markets. A large majority of the firm's revenue is derived from materials processing applications for fiber lasers, including cutting and welding, marking and engraving, and micro-processing. Roughly a third of the firm's revenue is generated in China, with the rest coming from North America, Europe, Japan, Australia, and other countries across the world.
									"
JKHY,"
										Jack Henry is a leading provider of core processing and complementary services, such as electronic funds transfer, payment processing, and loan processing for U.S. banks and credit unions, with a focus on small and midsize banks. Jack Henry serves about 1,000 banks and 800 credit unions.
									"
ITW,"
										Illinois Tool Works is a diversified global manufacturer that produces specialized industrial equipment, consumables, and related services. The firm operates 87 global divisions through seven distinct operating segments: automotive OEM, construction products, food equipment, specialty products, test/measurement and electronics, polymers and fluids, and welding. About half of its revenue comes from its operations in North America, with the remainder originating from international markets. ITW takes a bottom-up and decentralized approach to portfolio management, with the exception that each segment must apply its 80/20 operating process modeled on the Pareto principle.
									"
ISRG,"
										Intuitive Surgical develops, produces, and markets a robotic system for assisting minimally invasive surgery. It also provides the instrumentation, disposable accessories, and warranty services for the system. The company has placed more than 5,500 da Vinci systems in hospitals worldwide, with 3,500 installations in the United States and a growing number in emerging markets.
									"
IPG,"
										Interpublic Group is the world's fourth- largest ad holding company, based on annual revenue. It provides traditional advertising services along with digital and other services such as public relations through various acquisitions. IPG has made these services available in over 100 countries. The company generates more than 75% of its revenue from developed regions such as the United States and Europe.
									"
JBHT,"
										J.B. Hunt Transport Services ranks among the top surface transportation companies in North America by revenue. Its primary operating segments are intermodal delivery, which uses the Class I rail carriers for the underlying line-haul movement (52% of sales in 2019); dedicated trucking services that provide customer-specific fleet needs (29); for-hire truckload (4%); and asset-light highway brokerage (15%).
									"
IR,"
										Ingersoll-Rand, Inc. was formed through the merger of Gardner Denver and Ingersoll-Rand PLC’s industrial segment. After the merger, the firm’s portfolio consists of four business lines: industrial technologies and services, precision and science technologies, high-pressure solutions, and specialty vehicle technologies. Ingersoll-Rand serves a variety of end markets, including industrial, medical, and energy. Its broad portfolio of products includes compression, blower and vacuum, fluid management, upstream and midstream energy solutions, as well as small electric vehicles and power tools and material handling solutions. On a pro forma basis, Ingersoll-Rand generated roughly $6.5 billion in revenue and $662 million in operating income in 2018.
									"
ICE,"
										Intercontinental Exchange is a vertically integrated operator of financial exchanges and provides ancillary data products. Though the company is probably best known for its ownership of the New York Stock Exchange, which it acquired in 2013, ICE is the operator of a large derivatives exchange as well. The company's largest commodity futures product is the ICE Brent crude futures contract. In addition to exchanges, ICE's data and listings segment offers critically important equity and fixed-income market and pricing data. The company acquired Interactive Data in 2015 to bolster its fixed-income data offerings.
									"
IFF,"
										International Flavors & Fragrances produces flavors and fragrances for food, beverage, household goods, and personal care. It makes proprietary formulations, partnering with customers to deliver custom solutions. In a midcycle environment, the company should derive roughly 35% of its sales from the taste segment, 35% from the scent segment, and 30% from Frutarom. Along with Givaudan, Firmenich, and Symrise, International Flavors & Fragrances is one of the big Four flavor and fragrance companies.
									"
IP,"
										International Paper manufactures packaging products and printing papers. It accounts for roughly one third of the North American corrugated packaging market and about 25% of the uncoated free sheet paper market. Though it has operations in Brazil, Russia, India, and China, more than three fourths of its sales come from North America.
									"
IBM,"
										IBM looks to be a part of every aspect of an enterprise’s IT needs. The company primarily sells infrastructure services (37% of revenue), software (29% of revenue), IT services (23% of revenue) and hardware (8% of revenues). IBM operates in 175 countries and employs approximately 350,000 people. The company has a robust roster of 80,000 business partners to service 5,200 clients--which includes 95% of all Fortune 500. While IBM is a B2B company, IBM’s outward impact is substantial. For example, IBM manages 90% of all credit card transactions globally and is responsible for 50% of all wireless connections in the world.
									"
IQV,"
										IQVIA is the result of the 2016 merger of Quintiles, a leading global contract research organization, and IMS Health, a leading healthcare data and analytics provider. The CRO segment focuses primarily on providing outsourced late-stage clinical trials for pharmaceutical, device, and diagnostic firms. The legacy IMS business provides aggregated information and technology services to clients in the healthcare industry, including pharmaceutical companies, providers, payers, and policymakers.
									"
IRM,"
										Iron Mountain Inc is a record management services provider. The firm is organized as a REIT. Most of its revenue comes from its storage business, with the rest coming from value-added services. The firm primarily caters to enterprise clients in developed markets. Its business segments include Global RIM Business; Global Data Center Business; and Corporate and Other Business.
									"
KLAC,"
										KLA Corp designs and manufactures yield-management and process-monitoring and control systems for the semiconductor industry. The systems are used to analyze the manufacturing process at various steps in a product's development. The firm's laser-scanning products are used for wafer qualification, process monitoring, and equipment monitoring. KLA also provides inspection tools and systems for optical metrology and e-beam metrology.
									"
IVZ,"
										Invesco provides investment management services to retail (67% of managed assets) and institutional (33%) clients. At the end of May 2020, the firm had $1.143 trillion in assets under management spread out among its equity (47% of AUM), balanced (5%), fixed-income (23%), alternative investment (15%), and money market (10%) operations. Passive products accounted for 25% of Invesco's total AUM--42% of the company's equity operations and 15% of its fixed-income platform--at the end of May 2020. Invesco's U.S. retail business is one of the 10 largest nonproprietary fund complexes in the country. The firm also has a meaningful presence outside of the U.S., with just over 30% of its AUM sourced from Canada (2%), the U.K. (5%), continental Europe (12%), and Asia (11%).
									"
SJM,"
										J.M. Smucker is a packaged food company that primarily operates in the U.S. retail channel (87% of fiscal 2020 revenue), but also in U.S. food-service (7%), and international (6%). Its largest category is pet food and treats (38% of 2020 revenue), with popular brands such as Milk-Bone, Meow Mix, 9Lives, Kibbles 'n Bits, Nature's Recipe, Natural Balance, and Rachael Ray Nutrish. Its second- largest category is coffee (32%) with the number-two brand Folgers and number-six Dunkin' Donuts. Other large categories are peanut butter (9%), with number-one Jif and number-three Smucker's, fruit spreads (5%) with number-one Smucker's, frozen hand-held foods (5%) with number-one Uncrustables, and oils (3%) with number-two Crisco.
									"
J,"
										Jacobs Engineering is a global provider of engineering, design, procurement, construction, and maintenance services as well as cyber engineering and security solutions. The firm serves industrial, commercial, and government clients in a wide variety of sectors, including water, transportation, healthcare, technology, and chemicals. Jacobs Engineering employs approximately 48,000 workers. The company generated $12.7 billion in revenue and $893 million in adjusted operating income in fiscal 2019.
									"
KHC,"
										In July 2015, Kraft merged with Heinz to create the third- largest food and beverage manufacturer in North America behind PepsiCo and Nestle and the fifth- largest player in the world. Beyond its namesake brands, the combined firm's portfolio includes Oscar Mayer, Planters, Ore-Ida, and Philadelphia. Outside North America, the firm's global reach includes a distribution network in Europe and emerging markets that drive around one fifth of its consolidated sales base, as its products are sold in more than 190 countries and territories around the world.
									"
JCI,"
										Johnson Controls manufactures, installs, and services HVAC systems, building management systems and controls, industrial refrigeration systems, and fire and security solutions. In April 2019, Johnson Controls sold its power solutions (automobile batteries) business for $11.6 billion of net cash proceeds.
									"
LRCX,"
										Lam Research Corp manufactures equipment used to fabricate semiconductors. The firm is focused on the etch, deposition, and clean markets, which are key steps in the semiconductor manufacturing process, especially for 3D NAND flash storage, advanced DRAM, and leading-edge logic/foundry chipmakers. Lam's flagship Kiyo, Vector, and Sabre products are sold in all major geographies to key customers such as Samsung Electronics and Taiwan Semiconductor Manufacturing.
									"
KSU,"
										Kansas City Southern, the smallest Class I railroad, derives about half of its $2.7 billion revenue on 3,400 miles of track in the Central and Southern United States. Remaining sales are produced by operating concessions on 3,300 miles of rail in Mexico and 47 miles of track adjacent to the Panama Canal. KCS' freight includes industrial and forest products (21% of total revenue), chemicals and petroleum (26%), agriculture and minerals (18%), intermodal (13%), energy (9%), and autos (9%); other revenue stems from switching, demurrage, and the like.
									"
JNJ,"
										Johnson & Johnson is the world's largest and most diverse healthcare firm. Three divisions make up the firm: pharmaceutical, medical devices and diagnostics, and consumer. The drug and device groups represent close to 80% of sales and drive the majority of cash flows for the firm. The drug division focuses on the following therapeutic areas: immunology, oncology, neurology, pulmonary, cardiology, and metabolic diseases. The device segment focuses on orthopedics, surgery tools, vision care, and a few smaller areas. The last segment of consumer focuses on baby care, beauty, oral care, over-the-counter drugs, and women’s health. Geographically, just over half of total revenue is generated in the United States.
									"
JNPR,"
										Juniper Networks develops and sells switching, routing, security, related software products, and services for the networking industry. The company operates as one segment and its primary selling verticals are communication service providers, cloud, and enterprise. The California-based company was incorporated in 1996, employs over 9,000 individuals, and sells worldwide, with over half of its sales from the Americas region.
									"
JPM,"
										JPMorgan Chase is one of the largest and most complex financial institutions in the United States, with more than $2.5 trillion in assets. It is organized into four major segments--consumer and community banking, corporate and investment banking, commercial banking, and asset and wealth management. JPMorgan operates, and is subject to regulation, in multiple countries.
									"
K,"
										Founded in 1906, Kellogg is a leading global manufacturer and marketer of cereal, cookies, crackers, and other packaged foods. Its offerings are manufactured in 21 countries and marketed in more than 180 countries. Its product mix includes well-known brands such as Special K, Frosted Flakes, Froot Loops, Rice Krispies, Pop-Tarts, Eggo, Kashi, and Morningstar Farms. The firm added the Pringles brand to its mix in 2012. Sales outside its home turf account for around 40% of Kellogg's consolidated sales base.
									"
KIM,"
										One of the oldest real estate investment trusts in the United States, Kimco Realty owns interests in over 400 shopping centers throughout major markets in the U.S., representing roughly 59 million square feet.
									"
KEYS,"
										Keysight Technologies Inc provides electronic design and test solutions to the communications and electronics industries. The firm operates in two segments: measurement solutions and customer support and services. The measurement solutions segment generates the vast majority of revenue and sells hardware and software products, including radio frequency, microwave, and digital solutions. The customer support and services segment provides repair and calibration services to customers who have purchased Keysight products and helps resell refurbished equipment. Over half of Keysight's sales are generated in the United States, China, and Japan.
									"
KEY,"
										With assets over $145 billion, Ohio-based KeyCorp's bank footprint spans 16 states, but it is predominantly concentrated in its two largest markets: Ohio and New York. KeyCorp is primarily focused on serving middle-market commercial clients through a hybrid community/corporate bank model.
									"
KMB,"
										Kimberly-Clark is a leading manufacturer of personal care (around half of sales) and tissue products (roughly one third of sales). Its brand mix includes Huggies, Pull-Ups, Kotex, Depend, Kleenex, and Cottonelle. The firm also operates K-C Professional, which partners with businesses to provide safety and sanitary products for the workplace. Kimberly-Clark generates just over of half its sales in North America and more than 10% in Europe, with the rest primarily concentrated in Asia and Latin America.
									"
LB,"
										L Brands is a women's intimate, personal-care, and beauty retailer operating under the Victoria's Secret, Pink, and Bath & Body Works brands. The company generates the majority of its business in North America, with about 5% of sales coming from international markets in fiscal 2019. Distribution channels include more than 2,700 stores and online, which represented about 20% of total sales in 2019. The company still plans to break Bath & Body Works into a stand-alone business, but the timing and process of such a transaction has yet to be offered.
									"
KMI,"
										Kinder Morgan is one of the largest midstream energy firm in North America with 70,000 miles of U.S. natural gas pipelines and nearly 10,000 miles of oil and refined products pipelines. The company is active in the transportation, storage and processing of natural gas, crude oil, refined products, natural gas liquids, and carbon dioxide. The majority of Kinder Morgan's cash flows stem from fee-based contracts for handling, moving, and storing fossil-fuel products.
									"
KR,"
										Kroger is the leading American grocer, with 2,757 supermarkets operating under several banners throughout the country as of the end of fiscal 2019. Around 82% of stores have pharmacies, while over half also sell fuel. The company also operated more than 300 fine jewelry stores at the end of fiscal 2019. Kroger features a leading private-label offering and manufactures around a third of its own-brand units (and 42% of its grocery own-label assortment) itself, in 35 food production plants nationwide. Kroger is a top-two grocer in 90% of its major markets (as of late 2019, according to Planet Retail and Edge Retail Insight data cited by the company). Virtually all of Kroger's sales come from the United States.
									"
LHX,"
										L3Harris Technologies was created in 2019 from the merger of L3 Technologies and the Harris Corporation, two defense contractors that provide products for the command, control, communications, computers, intelligence, surveillance, and reconnaissance (C4ISR) market. The firm also has smaller operations serving the civil government, particularly the Federal Aviation Administration’s communication infrastructure, and produces various avionics for defense and commercial aviation.
									"
LH,"
										Laboratory Corporation of America is one of the nation's two largest independent clinical laboratories, with roughly 20% of the independent lab market. The company operates approximately 2,000 patient-service centers, offering a broad range of 5,000 clinical lab tests, ranging from routine blood and urine screens to complex oncology and genomic testing. With the addition of Covance, LabCorp also has a sizable footprint in the global contract research organization market.
									"
LW,"
										Lamb Weston is the world's second- largest producer of branded and private-label frozen potato products, such as French fries, sweet potato fries, tots, diced potatoes, mashed potatoes, hash browns, and chips. The company also has a small appetizer business that produces onion rings, mozzarella sticks, and cheese curds. While 80% of revenue are U.S.-based, the firm also sells its products in Canada, Japan, China, Korea, Mexico, and several other countries. About 86% of the firm's products are distributed into the food-service channel, while the remaining 14% is sold through retail. Lamb Weston became an independent company in 2016 when it was spun off from Conagra.
									"
LKQ,"
										LKQ is a leading global distributor of non-OEM automotive parts. Initially formed in 1998 as a consolidator of auto salvage operations in the United States, it has since greatly expanded its scope to include distribution of new mechanical and collision parts, specialty auto equipment, and remanufactured and recycled parts in both Europe and North America. It still maintains its auto salvage business and owns over 75 LKQ pick- your-part junkyards. Separate from the self-service business, LKQ purchases over 300,000 salvage automobiles annually that are used to extract parts for resale. Globally, LKQ maintains approximately 1,700 facilities.
									"
LVS,"
										Las Vegas Sands is the world's largest operator of fully integrated resorts, featuring casino, hotel, entertainment, food and beverage, retail, and convention center operations. The company owns the Venetian Macao, Sands Macao, Sands Cotai Central Londoner, Four Seasons Hotel Macao, and Parisian in Macao, the Marina Bay Sands resort in Singapore, and the Venetian and Palazzo Las Vegas in the U.S. We expect Sands to open a fourth tower in Singapore in mid-2023. The company generates about 90% of its EBITDA from Asia, and its casino operations generate around 70% of sales.
									"
LDOS,"
										Leidos Holdings Inc is engaged in scientific, engineering, system integration, technical services, and solutions to various government entities and highly regulated industries, including the U.S. Department of Defense, Intelligence Community and the British Ministry of Defense. Areas of focus include intelligence and surveillance, cybersecurity, complex logistics, energy, and health.
									"
LEG,"
										Leggett & Platt designs and produces engineered components and products found in homes, offices, retail stores, automobiles, and commercial aircraft. It operates its business through four segments: residential products, furniture products, industrial products, and specialized products. Its products include components and machinery, steel infrastructure, furniture and components, and various other products. The company operates all around the world, with the residential products and specialized products segments contributing heavily to the company’s revenue.
									"
MKTX,"
										MarketAxess Holdings Inc is a United States-based company engaged in operating an electronic trading platform. The platform enables fixed-income market participants to trade corporate bonds and other types of fixed-income instruments using patented trading technology. It also provides related data, analytics, compliance tools, and post-trade services. The key trading products are U.S. High-Grade Corporate Bonds, Emerging Markets Bonds, U.S. Crossover and High-Yield Bonds, Eurobonds, U.S. Agency Bonds, Municipal Bonds and others. The business operations of the company carried in the United States, the United Kingdom, and other countries, of which a majority of the revenue is derived from the United States.
									"
MAR,"
										Marriott operates 1.4 million rooms across roughly 30 brands. Luxury represents nearly 10% of total rooms, while full service, limited service, and time-shares are 45%, 44%, and 2% of all units, respectively. Marriott, Courtyard, and Sheraton are the largest brands, while Autograph, Tribute, Moxy, Aloft, and Element are newer lifestyle brands. Managed and franchised represent 96% of total rooms. North America composes 67% of total rooms. Managed, franchise, and incentive fees represent the vast majority of revenue and profitability for the company.
									"
LIN,"
										Linde PLC is the largest industrial gas supplier in the world, with operations in over 100 countries. The firm's main products are atmospheric gases (including oxygen, nitrogen, and argon) and process gases (including hydrogen, carbon dioxide, and helium), as well as equipment used in industrial gas production. Linde serves a wide variety of end markets, including chemicals, manufacturing, healthcare, and steel making. Linde generated approximately $28.2 billion in revenue and $2.9 billion in GAAP operating profit in 2019.
									"
LLY,"
										Eli Lilly is a drug company with a focus on neuroscience, endocrinology, oncology, and immunology. Lilly's key products include Alimta and Verzenio for cancer; Jardiance, Trulicity, Humalog, and Humulin for diabetes; and Taltz and Olumiant for immunology.
									"
LEN,"
										After merging with CalAtlantic in February 2018, Lennar has become the largest homebuilder (by revenue) in the United States. The company’s homebuilding operations target first-time, move-up, and active adult homebuyers mainly under the Lennar brand name. Lennar’s financial-services segment provides mortgage financing and related services to its homebuyers. Miami-based Lennar is also involved in multifamily construction.
									"
LYV,"
										Live Nation is the largest live entertainment firm in the world with over 570 million fans served in 44 countries in 2018 by the company's concert and ticketing platforms. Via either owning, operating, or holding exclusive booking rights, Live Nation controls over 235 venues including the House of Blues, the Hollywood Palladium, and Spark Arena in New Zealand. Live Nation also owns one of the largest ticketing services, Ticketmaster, which sold over 480 million tickets for over 12,000 clients in 2018. The firm's artist management agencies have over 400 clients. This large live entertainment footprint helped Live Nation become one of the largest advertising and sponsorship platforms aimed at music fans. Liberty Media owns 33% of Live Nation, held under its SiriusXM tracking stock.
									"
LNC,"
										Founded in 1905, Philadelphia-based Lincoln National offers individual and group insurance, retirement, and investment products in the United States and the United Kingdom. The firm distributes its products through independent and company-employed agents, wirehouses, and banks. Lincoln also owns and operates 15 radio stations it acquired as part of the 2006 merger with Jefferson-Pilot Financial.
									"
LMT,"
										Lockheed Martin is the largest defense contractor globally and has dominated the Western market for high-end fighter aircraft since being awarded the F-35 program in 2001. Lockheed’s largest segment is Aeronautics, which is dominated by the massive F-35 program. Lockheed’s remaining segments are rotary & mission systems, which is mainly the Sikorsky helicopter business; missiles and fire control, which creates missiles and missile defense systems; and space systems, which produces satellites and receives equity income from the United Launch Alliance joint venture.
									"
L,"
										Loews Corp is a holding company that is supported by a variety of businesses. Its largest subsidiary is CNA Financial Corporation, a property and casualty insurance company. CNA's services include risk management, information services, and warranty and claims administration. Loews also maintains an operation of offshore oil and gas drilling rigs through Diamond Offshore Drilling, Inc. The company engages in the transportation and storage of natural gas and natural gas liquids and gathering and processing of natural gas through Boardwalk Pipeline Partners, LP. Loews also operates a chain of hotels.
									"
LYB,"
										LyondellBasell Industries NV is a petrochemical producer with operations in the U.S. and Europe. It operates in six segments: Olefins and Polyolefins-Americas (O&P-Americas), Olefins and Polyolefins-Europe, Asia, International (O&P-EAI), Intermediates and Derivatives (I&D), Advanced Polymer Solutions (APS), Refining and Technology. The company is a major producer of polyethylene, the world's largest producer of polypropylene, and the second- largest producer of propylene oxide. Its chemicals are used in various consumer and industrial end products. Substantially, all of the company's revenue is derived from product sales.
									"
LUMN,"
										With 450,000 route miles of fiber, including over 35,000 route miles of subsea fiber connecting Europe, Asia, and Latin America, Lumen Technologies is one of the United States’ largest telecommunications carriers serving global enterprises. The merger further shifted the company’s operations toward businesses (now 75% of revenue) and away from its legacy consumer business. Lumen offers businesses a full menu of communications services, providing colocation and data center services, data transportation, and end-user phone and Internet service. On the consumer side, Lumen provides broadband and phone service across 37 states, where it has nearly 5 million broadband customers.
									"
LOW,"
										Lowe's is the second- largest home improvement retailer in the world, operating about 1,970 stores throughout the United States and Canada. The firm's stores offer products and services for home decorating, maintenance, repair, and remodeling. Lowe's targets retail do-it-yourself and do-it-for-me customers as well as commercial business clients. We estimate that Lowe's captures a mid-double-digit share of the domestic home improvement market, based on U.S. census estimates for market size.
									"
MXIM,"
										Maxim Integrated makes high-performance analog and mixed-signal integrated circuits. The company offers a wide range of products serving a host of analog-intensive applications, including power management, audio conversion, and sensors. Maxim supplies its diverse product portfolio to a broad base of customers in the communications, computing, industrial, automotive, and consumer-related end markets.
									"
MPC,"
										Marathon Petroleum is an independent refiner with 14 refineries in the midcontinent, West Coast, and Gulf Coast of the United States with total throughput capacity of 2.8 million barrels per day. The firm also owns and operates midstream assets primarily through its listed MLP, MPLX.
									"
MTB,"
										M&T Bank is one of the largest regional banks in the United States, with branches in New York, Pennsylvania, West Virginia, Virginia, Maryland, Delaware, and New Jersey. The bank was founded to serve manufacturing and trading businesses around the Erie Canal.
									"
MRO,"
										Marathon is an independent exploration and production company primarily focusing on unconventional resources in the United States. At the end of 2019, the company reported net proved reserves of 1.2 billion barrels of oil equivalent. Net production averaged 415 thousand barrels of oil equivalent per day in 2019 at a ratio of 68% oil and NGLs and 32% natural gas.
									"
