Ticker,Description
HPR,
HQY,"HealthEquity, Inc. is an American health care company that is designated as a non-bank health savings trustee by the IRS. This designation allows HealthEquity to be the custodian of health savings accounts regardless of which financial institution the funds are deposited with."
HR,
HRB,"H&R Block, Inc., or H&R Block, is an American tax preparation company operating in Canada, United States, and Australia. The company was founded in 1955 by brothers Henry W. Bloch and Richard Bloch. As of 2018, H&R Block operates approximately 12,000 retail tax offices staffed by tax professionals worldwide. It also offers consumer tax software as well as online tax preparation and electronic filing from their website. The Kansas City–based company also offers payroll, and business consulting services."
HRC,"Hillrom (initially Hill-Rom) is a global medical device provider. The company’s mission is to enhance outcomes for patients and caregivers around the world, every day."
HRI,
HRL,"Hormel Foods Corporation is an American company founded in 1891 in Austin, Minnesota, by George A. Hormel as George A. Hormel & Company. Originally focusing on the packaging and selling of ham, Spam, sausage and other pork, chicken, beef and lamb products to consumers; by the 1980s, Hormel began offering a wider range of packaged and refrigerated foods. The company changed its name to Hormel Foods in 1993. Hormel serves 80 countries with brands such as Applegate, Columbus Craft Meats, Dinty Moore, Jennie-O, and Skippy."
HRTG,"Farmers Insurance Group (informally Farmers) is an American insurer group of automobiles, homes and small businesses and also provides other insurance and financial services products. Farmers Insurance has more than 48,000 exclusive and independent agents and approximately 21,000 employees. Farmers is the trade name for three reciprocal insurers, Farmers, Fire and Truck owned by their policyholders.  The non-claims activities of Farmers are managed by an attorney in fact, Farmers Group Inc, which is a wholly owned subsidiary of Zurich Insurance Group."
HRTX,
HSC,"Harsco Corporation is a global industrial company based in Camp Hill, PA.  Harsco operates in 30 countries and employs approximately 11,000 people worldwide. The company provides industrial services and engineered products that serve large industries, including steel, railways, and energy.  Harsco's common stock is a component of the S&P SmallCap 600 Index and the Russell 2000 Index."
HSIC,"Henry Schein, Inc. is an American distributor of health care products and services with a presence in 32 countries. The company is a Fortune World's Most Admired Company and is ranked number one in its industry for social responsibility by Fortune magazine. Henry Schein has been recognized by the Ethisphere Institute as the World's Most Ethical Company six times as of 2017."
HSII,
HSKA,
HST,"Host Hotels & Resorts, Inc. is a real estate investment trust that invests in hotels. As of February 20, 2020, the company owned 80 upscale hotels containing approximately 46,500 rooms. The company is ranked 514th on the Fortune 500."
HSTM,"Apple Inc. is an American multinational technology company headquartered in Cupertino, California, that designs, develops and sells consumer electronics, computer software, and online services. It is considered one of the Big Tech technology companies, alongside Amazon, Google, Microsoft, and Facebook.The company's hardware products include the iPhone smartphone, the iPad tablet computer, the Mac personal computer, the iPod portable media player, the Apple Watch smartwatch, the Apple TV digital media player, the AirPods wireless earbuds and the HomePod smart speaker. Apple's software includes macOS, iOS, iPadOS, watchOS, and tvOS operating systems, the iTunes media player, the Safari web browser, the Shazam music identifier and the iLife and iWork creativity and productivity suites, as well as professional applications like Final Cut Pro, Logic Pro, and Xcode. Its online services include the iTunes Store, the iOS App Store, Mac App Store, Apple Music, Apple TV+, iMessage, and iCloud. Other services include Apple Store, Genius Bar, AppleCare, Apple Pay, Apple Pay Cash, and Apple Card. Apple was founded by Steve Jobs, Steve Wozniak, and Ronald Wayne in April 1976 to develop and sell Wozniak's Apple I personal computer, though Wayne sold his share back within 12 days. It was incorporated as Apple Computer, Inc., in January 1977, and sales of its computers, including the Apple II, grew quickly. Within a few years, Jobs and Wozniak had hired a staff of computer designers and had a production line. Apple went public in 1980 to instant financial success. Over the next few years, Apple shipped new computers featuring innovative graphical user interfaces, such as the original Macintosh in 1984, and Apple's marketing advertisements for its products received widespread critical acclaim. However, the high price of its products and limited application library caused problems, as did power struggles between executives. In 1985, Wozniak departed Apple amicably and remained an honorary employee, while Jobs and others resigned to found NeXT.As the market for personal computers expanded and evolved through the 1990s, Apple lost market share to the lower-priced duopoly of Microsoft Windows on Intel PC clones. The board recruited CEO Gil Amelio to what would be a 500-day charge for him to rehabilitate the financially troubled company—reshaping it with layoffs, executive restructuring, and product focus. In 1997, he led Apple to buy NeXT, solving the desperately failed operating system strategy and bringing Jobs back. Jobs regained leadership status, becoming CEO in 2000. Apple swiftly returned to profitability under the revitalizing Think different campaign, as he rebuilt Apple's status by launching the iMac in 1998, opening the retail chain of Apple Stores in 2001, and acquiring numerous companies to broaden the software portfolio. In January 2007, Jobs renamed the company Apple Inc., reflecting its shifted focus toward consumer electronics, and launched the iPhone to great critical acclaim and financial success. In August 2011, Jobs resigned as CEO due to health complications, and Tim Cook became the new CEO. Two months later, Jobs died, marking the end of an era for the company. In June 2019, Jony Ive, Apple's CDO, left the company to start his own firm, but stated he would work with Apple as its primary client. Apple's worldwide annual revenue totaled $265 billion for the 2018 fiscal year. Apple is the world's largest technology company by revenue and one of the world's most valuable companies. It is also the world's third-largest mobile phone manufacturer after Samsung and Huawei. In August 2018, Apple became the first publicly traded U.S. company to be valued at over $1 trillion and just two years later in August 2020 became the first $2 trillion U.S. company. The company employs 137,000 full-time employees and maintains 510 retail stores in 25 countries as of 2020. It operates the iTunes Store, which is the world's largest music retailer. As of January 2020, more than 1.5 billion Apple products are actively in use worldwide. The company also has a high level of brand loyalty and is ranked as the world's most valuable brand. However, Apple receives significant criticism regarding the labor practices of its contractors, its environmental practices and unethical business practices, including anti-competitive behavior, as well as the origins of source materials."
HSY,"The Hershey Company, commonly known as Hershey's, is an American multinational company and one of the largest chocolate manufacturers in the world. It also manufactures baked products, such as cookies, cakes, milkshakes, drinks, and many more that are produced globally. Its headquarters are in Hershey, Pennsylvania, which is also home to Hersheypark and Hershey's Chocolate World. It was founded by Milton S. Hershey in 1894 as the Hershey Chocolate Company, a subsidiary of his Lancaster Caramel Company. The Hershey Trust Company owns a minority stake but retains a majority of the voting power within the company.Hershey's chocolate is available across the United States, and in over 60 countries worldwide. They have three large distribution centers, with modern technology and labor management systems. In addition, Hershey is a member of the World Cocoa Foundation. It is also associated with the Hersheypark Stadium and the Giant Center."
HT,"Hersha Hospitality Trust is a real estate investment trust that invests in hotels. The company is named after the wife of the founder. It is organized in Maryland, with its principal office in Harrisburg, Pennsylvania. As of December 31, 2019, the company wholly owned 38 hotels comprising 6,104 rooms and partially owned 9 hotels comprising 1,425 rooms, all of which were on either the West Coast of the United States or the East Coast of the United States."
HTA,"HCA Healthcare is an American for-profit operator of health care facilities that was founded in 1968. It is based in Nashville, Tennessee and, as of May 2020, owns and operates 186 hospitals and approximately 2,000 sites of care, including surgery centers, freestanding emergency rooms, urgent care centers and physician clinics in 21 states and the United Kingdom.By conducting large-scale clinical research with partners including the Harvard Pilgrim Institute and the CDC, and using data gathered from their patients, HCA Healthcare has published several medical studies in peer-reviewed journals, including the REDUCE MRSA study published in the New England Journal of Medicine.  The company engaged in accounting and other practices in the 1990s that resulted in the payment of more than $2 billion in federal fines and other penalties, and the dismissal of the CEO by the board of directors. New management turned the company around,  [38]  and HCA Healthcare was named one of the world’s most ethical companies from 2010 to 2019 by the Ethisphere Institute."
HTBI,"HomeTrust Bancshares Inc. (NASDAQ: HTBI) is an Asheville, North Carolina-based bank holding company with 43 branches and $2.8 billion in assets in North and South Carolina after completing a pending acquisition. It is the parent of seven community banks—HomeTrust Bank, Tryon Federal Bank, Shelby Savings Bank, Home Savings Bank, Industrial Federal Bank, Cherryville Federal Bank and Rutherford County Bank."
HTBK,
HTH,"Hilltop Holdings is a financial holding company based in the U.S. state of Texas offering financial products and banking services through four primary subsidiaries: PlainsCapital Bank, PrimeLending, and HilltopSecurities."
HTLD,
HTLF,"The TJX Companies, Inc. (abbreviated TJX) is an American multinational off-price department store corporation, headquartered in Framingham, Massachusetts. It was formed as a subsidiary of Zayre Corp. in 1987, and became the legal successor to Zayre Corp. following a company reorganization in 1989. As of 2019, TJX operates its flagship brand, TJ Maxx (in the United States) and TK Maxx (in Europe), Marshalls, HomeGoods, HomeSense, Sierra in the United States, and HomeSense, Marshalls, Winners in Canada. There are over 4,557 discount stores in the TJX portfolio located in nine countries. TJX ranked No. 85 in the 2018 Fortune 500 list of the largest United States corporations by total revenue."
HTZ,"The Hertz Corporation, a subsidiary of Hertz Global Holdings, Inc., is an American car rental company based in Estero, Florida, that operates 10,200 corporate and franchisee locations internationally. As the second-largest US car rental company by sales, locations, and fleet size, Hertz operates in 150 countries in North America, Europe, Latin America, Africa, Asia, Australia, the Caribbean, the Middle East, and New Zealand. The Hertz Corporation owns Dollar and Thrifty Automotive Group—which separates into Thrifty Car Rental and Dollar Rent A Car. Hertz Global Holdings, the parent company of The Hertz Corporation, was ranked 335th in Forbes' 2018 Fortune 500 list. As of 2019, the company had revenues of US$9.8 billion, assets of US$24.6 billion, and 38,000 employees. The company filed for bankruptcy on May 22, 2020, citing a sharp decline in revenue and future bookings caused by the COVID-19 pandemic."
HUBB,"Hubbell Incorporated is an American company that designs, manufactures and sells electrical and electronic products for non-residential and residential construction, industrial and utility applications. Hubbell was founded by Harvey Hubbell as a proprietorship in 1888, and was incorporated in Connecticut in 1905. It is ranked 577 by the fortune group. The Company’s reporting segments consist of the Electrical segment (comprising electrical systems products and lighting products) and the Power segment. Hubbell’s manufacturing facilities are located in the United States, Canada, Switzerland, Puerto Rico, Mexico, the People's Republic of China (""China""), Italy, the United Kingdom, Brazil and Australia and maintains sales offices in Singapore, China, India, Mexico, South Korea, and countries in the Middle East.  Hubbell was previously headquartered in Orange, Connecticut, and has now moved its headquarters to Shelton, Connecticut. Hubbell Inc. assisted Allied efforts during World War II by manufacturing military vehicle electrical circuits, battery-charging systems for M4 Sherman tanks, power jacks for test meters, vacuum tube sockets for radio communications, and a line of electrical and electronic connectors for aircraft. Hubbell Inc is in List of S&P 400 companies having stocks that are included in the S&P 400 stock market index, maintained by S&P Dow Jones Indices."
HUBG,"Hub Group (NASDAQ: HUBG) is a transportation management company in North America, providing intermodal, truck brokerage and logistics services. As a publicly traded company with over $3.5 billion in revenue, the company owns two subsidiaries: Mode Transportation (formerly Exel Transportation Services), a third party logistics company (Unyson); and Hub Group Trucking, which provides intermodal freight transport and drayage services. Hub Group was founded in 1971 by Phillip Yeager. The company went public in 1996 and is traded on the NASDAQ exchange. David Yeager, son of Phillip Yeager, serves as Hub Group chairman and chief executive officer. The company is headquartered in Oak Brook, Illinois."
HUBS,"HubSpot is an American developer and marketer of software products for inbound marketing, sales, and customer service. It was founded by Brian Halligan and Dharmesh Shah in 2006. Its products and services aim to provide tools for customer relationship management, social media marketing, content management, lead generation, web analytics, search engine optimization, live chat, and customer support."
HUD,"The Hudson Motor Car Company made Hudson and other brand automobiles in Detroit, Michigan, U.S., from 1909 to 1954. In 1954, Hudson merged with Nash-Kelvinator to form American Motors Corporation (AMC). The Hudson name was continued through the 1957 model year, after which it was discontinued."
HUM,"Humana Inc. is a for-profit American health insurance company based in Louisville, Kentucky. As of 2020 Humana had over 20 million members in the U.S., reported a 2019 revenue of US$ 56.9 billion, and had 46,000 employees. In 2020, the company ranked 52 on the Fortune 500 list, which made it the highest ranked (by revenues) company based in Kentucky. It has been the third largest health insurance in the nation.The U.S. Dept. of Health and Human Services investigated Humana in 2009 for sending flyers to Medicare recipients that the AARP characterized as deceptive. The company's managed care model has also been criticized for ethical lapses and limitations. The health insurer Aetna said on July 3, 2015, that it had agreed to acquire its smaller rival Humana for $37 billion in cash and stock but walked away from the deal after a court ruling that the merger would be anti-competitive."
HUN,"Huntsman Corporation is an American multinational manufacturer and marketer of chemical products for consumers and industrial customers. Huntsman manufactures assorted polyurethanes, performance products, and adhesives for customers like BMW, GE, Chevron, Procter & Gamble, and Unilever. With headquarters in The Woodlands, Texas and executive offices in Salt Lake City, Utah, they operate more than 70 manufacturing, R&D and operations facilities in over 30 countries and employ approximately 9,000 associates across four business divisions. Huntsman Corporation had 2019 revenues of approximately $7 billion."
HURC,
HURN,"Huron Consulting Group, commonly known as Huron (pronounced Hoo-Ron), is a management consulting firm offering  services to the Healthcare, Life Sciences, Commercial, and Higher Education industries. In fiscal year ending December 31, 2019, Huron generated $876.8 million in annual revenue, an increase from $795.1 million in 2018."
HVT,"Haverty Furniture Companies, Inc. (""Havertys"") is a retail furniture company founded in 1885. Beginning with a single store in downtown Atlanta, Havertys has grown to become one of the top furniture retailers in the south and central United States."
HWBK,
HWC,"Hancock Whitney Corp. is a bank holding company headquartered in Gulfport, Mississippi. It operates 237 branches in Mississippi, Alabama, Florida, Louisiana, and Texas. The bank is the official bank of the New Orleans Saints and issues the official debit card.  The bank is also the official bank of LSU Athletics and issues the official debit card and credit card."
HWKN,"Hawkins Cookers Limited is an Indian company, based in Mumbai and manufactures pressure cookers and cookware, The company has three manufacturing plants at Thane, Hoshiarpur and Jaunpur. It manufactures under brand names of Hawkins, Futura, Contura, Hevibase, Big Boy and Ventura. Hawkins is one of  the largest pressure cooker manufacturers in India and exports its products to more than 40 countries.The company is traded on the Bombay Stock Exchange under the symbol HWKN. It has raised funds through ""fixed deposits"", a term for high-interest term deposits issued by industrial companies rather than banks.Hawkins has sold over 72 million pressure cookers worldwide. Today, it makes 65 different models of pressure cookers in eight different types. All Hawkins pressure cookers are listed by Underwriters Laboratories Inc., USA, an independent institution testing products for public safety. Hawkins pressure cookers feature an inside-fitting lid, which cannot be opened until the steam pressure inside the cooker falls to a safe level. Hawkins was listed as India's most trusted kitchen appliance brand by The Brand Trust Report 2015."
HWM,"Howmet Aerospace Inc., (formerly Arconic Inc.) is an American aerospace company based in Pittsburgh, Pennsylvania. The company manufactures components for jet engines, fasteners and titanium structures for aerospace applications, and forged aluminum wheels for heavy trucks.Howmet operates 27 facilities in the United States, Canada, Mexico, France, the UK, Hungary and Japan."
HXL,"Hexcel Corporation is an American public industrial materials company, based in Stamford, Connecticut. The company develops and manufactures structural materials. Hexcel was formed from the combination of California Reinforced Plastics (founded 1948), Ciba Composites (acquired 1995) and Hercules Composites Products Division (acquired 1995). The company sells its products in commercial, military and recreational markets for use in commercial and military aircraft, space launch vehicles and satellites, wind turbine blades, sports equipment and automotive products. Hexcel works with Airbus Group, The Boeing Company, and others. Since 1980, the firm has publicly traded on the New York Stock Exchange under the ticker symbol HXL."
HY,"Hyster-Yale Materials Handling, Inc., through its wholly owned operating subsidiary, Hyster-Yale Group, Inc., designs, engineers, manufactures, sells and services a comprehensive line of lift trucks and aftermarket parts marketed globally primarily under the Hyster and Yale brand names. It was spun off from NACCO Industries in 2012, but had been running as a standalone company within NACCO since 2002.Subsidiaries of Hyster-Yale Group include Nuvera Fuel Cells, LLC, an alternative-power technology company focused on fuel-cell stacks and related systems, on-site hydrogen production and dispensing systems, and Bolzoni S.p.A., a leading worldwide producer of attachments, forks and lift tables under the Bolzoni Auramo and Meyer brand names.Hyster-Yale Materials Handling was listed as a Fortune 1000 company in 2014, 2015 and 2016."
HZNP,"Horizon Therapeutics plc (NASDAQ: HZNP) is a biopharmaceutical company focused on researching, developing, and commercializing medicines that address critical needs for people impacted by rare and rheumatic diseases. Horizon primarily markets products in the United States, which represented 97% of Horizon's 2019 worldwide sales. In 2014 Horizon executed a tax inversion to move its legal headquarters to Ireland to avail of Ireland's low tax rates and beneficial corporate tax system. On May 2, 2019 shareholders of the company approved the change of the company's name to Horizon Therapeutics plc.Horizon's drug portfolio is focused on treatments for thyroid eye disease (TED), gout, rare diseases, and inflammatory diseases. Horizon's portfolio includes Tepezza (teprotumumab), Krystexxa (pegloticase), Actimmune (interferon gamma), Duexis (ibuprofen + famotidine), Pennsaid (diclofenac, 2% topical), Rayos/Lodotra (prednisone), Vimovo (naproxen/esomeprazole magnesium), Buphenyl (sodium phenylbutyrate), Procysbi (cysteamine bitartrate), and Ravicti (glycerol phenylbutyrate). In 2016, the company became a member of the Pharmaceutical Research and Manufacturers of America (PhRMA)."
HZO,"MOBRO Marine, Inc. is an American marine and construction equipment business headquartered in Green Cove Springs, Florida. It was established in 1962 as Moody Brothers of Jacksonville by Maxey Dell Moody Jr. as a sister company of M. D. Moody & Sons, Inc. to handle the marine business and rental of large construction equipment. In 1992, as the result of a corporate spinoff of the Pablo Creek Marina and other assets it was incorporated and renamed as MOBRO Marine, Inc."
IAA,
IAC,"IAC is an American holding company that owns brands across 100 countries, mostly in media and Internet. The company is headquartered in New York City and incorporated in Delaware. Joey Levin, who previously led the company's search & applications segment, has served as Chief Executive Officer since June 2015."
IART,"Sony Corporation (ソニー株式会社, Sonī kabushiki gaisha,  SOH-nee, commonly known as Sony and stylized as SONY) is a Japanese multinational conglomerate corporation headquartered in Kōnan, Minato, Tokyo. The company operates as one of the world's largest manufacturers of consumer and professional electronic products, the largest video game console company, the second largest video game publisher, the second largest record company, as well as one of the most comprehensive media companies, being the largest Japanese media conglomerate by size overtaking the privately held, family-owned Yomiuri Shimbun Holdings, the largest Japanese media conglomerate by revenue. Sony, with its 50 percent market share in the image sensor market, is among the semiconductor sales leaders and, as of 2015, the fifth-largest television manufacturer in the world by annual sales figures. It is the world's largest player in the premium TV market, a market for a television of at least 55 inches with a price higher than $2,500.Sony Corporation is the holding company of the Sony Group (ソニー・グループ, Sonī Gurūpu), which comprises Sony Electronics, Sony Semiconductor Solutions, Sony Pictures, Sony Music, Sony Interactive Entertainment, Sony Financial Holdings, and others. The company's slogan is Be Moved. Their former slogans were The One and Only (1979–1982), It's a Sony (1982–2005), like.no.other (2005–2009) and make.believe (2009–2013).Sony has a weak tie to the Sumitomo Mitsui Financial Group (SMFG) corporate group, the successor to the Mitsui group. Sony is listed on the Tokyo Stock Exchange (in which it is a constituent of the Nikkei 225 and TOPIX Core30 indexes) with an additional listing in the form of American depositary receipts listed in the New York Stock Exchange (traded since 1970, making it the oldest Japanese company to be listed in an American exchange), and was ranked 122nd on the 2020 Fortune Global 500 list."
IBCP,"Independent Bank is a bank headquartered in Grand Rapids, Michigan. The bank has 82 branches, all of which are in rural and suburban Michigan."
IBKC,
IBKR,"Interactive Brokers LLC (IB) is an American multinational brokerage firm. It operates the largest electronic trading platform in the U.S. by number of daily average revenue trades. The company brokers stocks, options, futures, EFPs, futures options, forex, bonds, and funds. The company is headquartered in Greenwich, Connecticut and has offices in four cities. It is the largest subsidiary of the brokerage group Interactive Brokers Group, Inc., which was founded by Chairman Thomas Peterffy, an early innovator in computer-assisted trading. IB is regulated by the U.S. Securities and Exchange Commission, the Financial Industry Regulatory Authority, the New York Stock Exchange, the Commodity Futures Trading Commission, National Futures Association, Chicago Mercantile Exchange and other self-regulatory organizations. The company is a provider of fully disclosed, omnibus, and non-disclosed broker accounts and provides correspondent clearing services to 200 introducing brokers worldwide. The company serves 607,000 client brokerage accounts, with US$128.4 billion in customer equity. Interactive Brokers Group owns 40 percent of the futures exchange OneChicago, and is an equity partner and founder of the Boston Options Exchange. The original organization was first created as a market maker in 1977 under the name T.P. & Co., and was renamed Timber Hill Inc. in 1982. It became the first to use fair value pricing sheets on an exchange trading floor in 1979, and the first to use handheld computers for trading, in 1983. In 1987, Peterffy also created the first fully automated algorithmic trading system, to automatically create and submit orders to a market. Between 1993 and 1994, the corporate group Interactive Brokers Group was created, and the subsidiary Interactive Brokers LLC was created to control its electronic brokerage, and to keep it separate from Timber Hill, which conducts market making. In 2014, Interactive Brokers became the first online broker to offer direct access to IEX, a private forum for trading securities. Currently about 16.6 percent of the company is publicly held, while the remainder is held by employees and their affiliates; Thomas Peterffy is the largest shareholder."
IBM,"The International Harvester Company (often abbreviated by IHC or IH, or shortened to International) was an American manufacturer of agricultural equipment, automobiles, commercial trucks, lawn and garden products, household equipment, and more. It was formed from the 1902 merger of McCormick Harvesting Machine Company and Deering Harvester Company, and remained as a corporation until 1985. Its brands included McCormick, Deering, and later, McCormick-Deering, as well as International. Along with the Farmall and Cub Cadet tractors, International was also known for the Scout and Travelall vehicle nameplates.      Following years of financial and economic decline, International began selling its separate equipment divisions, starting with the sale of the construction division to Dresser Industries in 1982. In November 1984 IH finalized a deal with Tenneco to sell the farm equipment division to its subsidiary, Case Corporation and the brand continues as Case IH. International became solely a truck and engine manufacturer and reorganized as Navistar International in 1986.  Throughout its existence International Harvester was headquartered in Chicago, Illinois."
IBOC,"International Bancshares Corporation (NASDAQ: IBOC) is a bank holding company based in Laredo, Texas.  The company's main subsidiary is International Bank of Commerce, also based in Laredo. Through four bank subsidiaries, International Bancshares has 217 banking offices and 315 automated teller machines serving 88 communities in the U.S. states of  Texas and Oklahoma.In 2012, the company was named one of ""America’s 100 Most Trustworthy Companies"" by Forbes magazine.In 2002, Tony Sanchez, a member of the Sanchez family that is the largest owner of IBC, ran as the Democratic Party candidate for Governor of Texas, but lost to incumbent Republican Rick Perry."
IBP,"Tropicana Products, Inc. is an American multinational company which primarily makes fruit-based beverages. It was founded in 1947 by Anthony T. Rossi in Bradenton, Florida. Since 1998, it has been owned by PepsiCo. Tropicana's headquarters are in Chicago. The company specializes in the production of orange juice."
IBTX,"Jefferies Group LLC is an American multinational independent investment bank and financial services company that is headquartered in New York City. The firm provides clients with capital markets and financial advisory services, institutional brokerage, securities research, and asset management. This includes mergers and acquisitions, restructuring, and other financial advisory services. The Capital Markets segment also includes its securities trading (including the results of its indirectly partially owned subsidiary, Jefferies High Yield Trading, LLC) and investment banking activities.On November 12, 2012, Jefferies announced its merger with Leucadia National Corporation, its largest shareholder. At that time, Leucadia common shares were trading at $21.14 per share. As of December 31, 2015, Leucadia shares were trading at $17.39 per share. Jefferies remains independent and is the largest operating company within the Jefferies Financial Group, as Leucadia was renamed in May 2018.On March 1, 2013, along with the closing of the merger, Jefferies & Company, Inc. was converted to a limited liability company and re-branded as Jefferies LLC. It is a subsidiary of Jefferies Group LLC, which itself is a subsidiary of Jefferies Financial Group, formerly Leucadia.According to Dealogic, Jefferies is the 9th largest investment bank in the world by revenue."
ICD,
ICE,"The Intercontinental Exchange (ICE) is an American Fortune 500 company formed in 2000 that operates global exchanges, clearing houses and provides mortgage technology, data and listing services. The company owns exchanges for financial and commodity markets, and operates 12 regulated exchanges and marketplaces.  This includes ICE futures exchanges in the United States, Canada and Europe, the Liffe futures exchanges in Europe, the New York Stock Exchange, equity options exchanges and OTC energy, credit and equity markets. ICE also owns and operates 6 central clearing houses: ICE Clear U.S., ICE Clear Europe, ICE Clear Singapore, ICE Clear Credit, ICE Clear Netherlands and ICE NGX. ICE has offices in Atlanta, New York, London, Chicago, Bedford, Houston, Winnipeg, Amsterdam, Calgary, Washington, D.C., San Francisco, Tel Aviv and Singapore."
ICFI,"ICF International, Inc. is a Fairfax, Virginia-based global consulting and technology services company, which provides a range of services for governments and businesses, including strategic planning, management, marketing and analytics. The company was founded in 1969, and as of 2019, had US $1.48 billion in revenue, with approximately 7,000 full and part time employees in more than 90 offices."
ICHR,
ICPT,"Intercept Pharmaceuticals, Inc. is an American biopharmaceutical company incorporated in 2002, focusing on the development of novel synthetic bile acid analogs to treat chronic liver diseases, such as primary biliary cirrhosis (PBC) now called primary biliary cholangitis, non-alcoholic fatty liver disease (or non-alcoholic steatohepatitis, NASH), cirrhosis, portal hypertension, primary sclerosing cholangitis and also the intestinal disorder, bile acid diarrhea."
ICUI,"ICU Medical, Inc. is a San Clemente, California-based company with global operations that develops, manufactures, and sells medical technologies used in vascular therapy, oncology, and critical care applications.  ICU Medical’s products are designed to prevent bloodstream infections and protect healthcare workers from exposure to infectious diseases or hazardous drugs. ICU Medical's product line includes intravenous therapy (IV) products, pumps, needle-free vascular access devices, custom infusion sets, closed system hazardous drug handling devices and systems, sensor catheters, needle-free closed blood sampling systems, and hemodynamic monitoring systems.ICU Medical’s products are designed to prevent bloodstream infections and protecting healthcare workers from exposure to infectious diseases or hazardous drugs. In addition, the company's IV medication compounding and delivery products are designed to improve medication and dosing accuracy and improve clinical workflows.   ICU Medical has been named one of the 100 Most Trustworthy Companies in America by Forbes Magazine."
IDA,"IDACORP, Inc is an electricity holding company, incorporated in Idaho with headquarters in Boise, Idaho. It comprises Idaho Power Company, IDACORP Financial and Ida-West Energy. It was formed October 1, 1998."
IDCC,"InterDigital is a mobile technology research and development company that provides wireless and video technologies for mobile devices, networks, and services worldwide. Founded in 1972, InterDigital is listed on NASDAQ and is included in the S&P MidCap 400 index. InterDigital had 2018 revenue of $280 million and a portfolio of about 34,000 U.S. and foreign issued patents and patent applications."
IDEX,"Bruno Wu or Wu Zheng (Chinese: 吴征; born 1966) is a Chinese billionaire entrepreneur, and the chairman of Ideanomics (NASDAQ: IDEX), a fintech and asset digitization services company based in New York City."
IDT,"IDT Corporation (originally standing for International Discount Telecommunications) is an American telecommunications company headquartered in Newark, New Jersey. In 1999 they cross-marketed their phone services and their Internet Service Provider services."
IDXX,"IDEXX Laboratories, Inc. is an American  multinational corporation   engaged in the development, manufacture, and distribution of products and services for the companion animal veterinary, livestock and poultry, water testing, and dairy markets. Incorporated in 1983 and headquartered in Westbrook, Maine, and EMEA in Hoofddorp, Netherlands, IDEXX offers products to customers in over 175 countries around the world and employs over 7,000 people in full-and part-time positions (as of 31 December 2017). There are three main segments of the company: Companion Animal Group, Water, and Livestock, Poultry and Dairy (LPD). In addition, the company also manufactures and sells pet-side SNAP tests for a variety of animal health diagnostic uses."
IESC,
IEX,"IDEX Corporation, based in Northbrook, Illinois, is a publicly traded company engaged in the development, design, and manufacture of fluidics systems and specialty engineered products. IDEX Corporation's products, which include pumps, clamping systems, flow meters, optical filters, powder processing equipment, hydraulic rescue tools, and fire suppression equipment, are used in a variety of industries ranging from agriculture to semiconductor manufacturing."
IFF,"International Flavors & Fragrances is an American corporation that produces flavors, fragrances, and cosmetic actives, which it markets globally. It is headquartered in New York City and has creative, sales, and manufacturing facilities in 44 different countries. The company is a member of the S&P 500 Index."
IGMS,
IGT,"International Game Technology PLC (IGT), formerly Gtech S.p.A. and Lottomatica S.p.A., is a multinational gambling company that produces slot machines and other gambling technology. The company is headquartered in London, with major offices in Rome, Providence, Rhode Island, and Las Vegas. It is controlled, with a 51 percent stake, by De Agostini.Italian gambling company Lottomatica acquired Gtech Corporation, a US gambling company, in August 2006, and later changed its own name to Gtech. Gtech managed many state and provincial lotteries in the US and had contracts with local and national lotteries in Europe, Australia, Latin America, the Caribbean, and Asia. In 2015, the company acquired American gambling company International Game Technology and again adopted the acquired company's name as its own."
IHC,"Temasek Holdings Private Limited (abbreviated as Temasek) is a Singaporean holding company, owned by the Government of Singapore. Incorporated on 25 June 1974 as a Commercial Investment Company, Temasek owns and manages a net portfolio of S$306 billion (as of 31 March 2020), with S$26 billion divested and S$32 billion invested during the year, and 66% exposure to Asia – 24% Singapore and 42% Asia ex-Singapore. It is an active shareholder and investor, and its investments are guided by four key themes – transforming economies, growing middle income populations, deepening comparative advantages and emerging champions. Its portfolio covers a broad spectrum of sectors including financial services, telecommunications, media and technology, transportation and industrials, life sciences and agribusiness, consumer and real estate, energy and resources, as well as multi-sector funds.  Headquartered in Singapore, Temasek has a multinational team of over 800 people, spanning 32 nationalities across eight countries including two offices in Beijing, and one office in each of Shanghai, Mumbai, Hanoi, London, New York, San Francisco, Mexico City, Washington, D.C., and Sao Paulo.Temasek differs from many sovereign wealth funds because it invests mostly in equities, is the outright owner of many assets, and pays taxes like other commercial investment firms.Temasek has overall credit ratings of “Aaa/AAA” by rating agencies Moody's Investors Service and Standard & Poor's Global Ratings respectively since their inaugural ratings in 2004. Temasek has also attained perfect quarterly scores on the Linaburg-Maduell Transparency Index, a measure of the openness of government-owned investment funds. In February 2020, Temasek announced a company-wide wage freeze and voluntary pay cuts for senior management in part to help fund community programs aimed at alleviating the impact of COVID-19."
