,Ticker,Description,Sector,Industry
161,ETN,"Eaton Corporation plc operates as a power management company worldwide. Its Electrical Products segment offers electrical and industrial components, wiring devices, and structural support systems; and residential, single phase power quality, emergency lighting and fire detection, and circuit protection and lighting products. The company's Electrical Systems and Services segment provides power distribution and assemblies, three phase power quality products, hazardous duty electrical equipment, explosion-proof instrumentation, utility power distribution equipment, power reliability equipment, and services. Its Hydraulics segment offers power, controls and sensing, and fluid conveyance products; and filtration systems solutions, industrial drum and disc brakes, and golf grips. The company's Aerospace segment provides hydraulic power generation and fuel systems, controls and sensing, and fluid and conveyance products for commercial and military use. Its Vehicle segment offers transmissions, clutches, hybrid power systems, superchargers, engine valves and valve actuation systems, cylinder heads, locking and limited slip differentials, transmission controls, and fuel vapor components for vehicle industry. The company's eMobility segment provides voltage inverters, converters, fuses, circuit protection units, vehicle controls, power distribution products, fuel tank isolation valves, and commercial vehicle hybrid systems. It serves industrial, institutional, governmental, utility, commercial, residential, information technology, renewable energy, marine, agriculture, oil and gas, construction, mining, forestry, material handling, truck and bus, machine tools, molding, primary metals, and power generation markets, as well as original equipment manufacturers and aftermarket customers. The company was founded in 1916 and is based in Dublin, Ireland.",Industrials,Specialty Industrial Machinery
162,EBAY,"eBay Inc. operates the marketplace and classifieds platforms that connect buyers and sellers worldwide. Its Marketplace platform includes its online marketplace at ebay.com and the eBay suite of mobile apps; and Classifieds platform comprises a collection of brands, such as Mobile.de, Kijiji, Gumtree, Marktplaats, eBay Kleinanzeigen, and others that offer online classifieds to help people find what they are looking for in their local communities. Its platforms enable users to list, buy, sell, and pay for items through various online, mobile, and offline channels that include retailers, distributors, liquidators, import and export companies, auctioneers, catalog and mail-order companies, classifieds, directories, search engines, commerce participants, shopping channels, and networks. The company was founded in 1995 and is headquartered in San Jose, California.",Consumer Cyclical,Internet Retail
163,ECL,"Ecolab Inc. provides water, hygiene, and energy technologies and services worldwide. The company operates through Global Industrial, Global Institutional, Global Energy, and Other segments. Its Global Industrial segment offers water treatment and process applications, and cleaning and sanitizing solutions primarily to industrial customers within the manufacturing, food and beverage processing, chemical, mining and primary metals, power generation, pulp and paper, and commercial laundry industries. The company's Global Institutional segment provides specialized cleaning and sanitizing products to the foodservice, hospitality, lodging, healthcare, government, education, and retail industries. Its Global Energy segment offers the process chemicals and water treatment needs of the petroleum and petrochemical industries in upstream and downstream applications. This segment also provides additives for drilling and well stimulation, corrosion inhibitors, oil and water separation, scale control, paraffin and asphaltene control, biocides, hydrate control, hydrogen sulfide removal, oil dispersants, foamers and anti-foamers, flow improvers, anti-foulants, crude desalting, monomer inhibitors, anti-oxidants, fuel and lubricant additives, and water treatment. The company's Other segment offers pest elimination services to detect, eliminate, and prevent pests, such as rodents and insects in restaurants, food and beverage processors, educational and healthcare facilities, hotels, quick service restaurant and grocery operations, and other institutional and commercial customers. This segment also produces and sells colloidal silica for binding and polishing applications in semiconductor, catalyst, and aerospace component manufacturing, as well as chemical industries. Ecolab Inc. sells its products through field sales and corporate account personnel, distributors, and dealers. The company was founded in 1923 and is headquartered in St. Paul, Minnesota.",Basic Materials,Specialty Chemicals
164,EIX,"Edison International, through its subsidiaries, engages in the generation, transmission, and distribution of electricity in the United States. The company generates electricity through hydroelectric, diesel/liquid petroleum gas, natural gas, nuclear, and photovoltaic sources. It supplies electricity primarily to residential, commercial, industrial, agricultural, and other customers, as well as public authorities through transmission and distribution networks. The company's transmission facilities consist of lines ranging from 33 kV to 500 kV and substations; and distribution system comprises approximately 53,000 line miles of overhead lines, 38,000 line miles of underground lines, and 800 substations located in California. It serves approximately 5 million customers. The company was founded in 1886 and is based in Rosemead, California.",Utilities,Utilities—Regulated Electric
165,EW,"Edwards Lifesciences Corporation provides products and technologies for structural heart disease, and critical care and surgical monitoring in the United States and internationally. It offers transcatheter heart valve replacement products for the minimally invasive replacement of heart valves; and transcatheter heart valve repair and replacement products to treat mitral and tricuspid valve diseases. The company also provides surgical heart valve therapy products, such as pericardial valves for aortic and mitral surgical valve replacement; aortic heart valves; annuloplasty rings; cardiac cannula devices; beating heart mitral valve repair system for the treatment of degenerative mitral valve diseases, as well as various procedure-enabling platforms to advance minimally invasive surgery. In addition, it offers critical care products, such as hemodynamic monitoring systems to measure a patient's heart function and fluid status in surgical and intensive care settings; pulmonary artery catheters; arterial pressure monitoring products oximetry central venous catheters, as well as monitoring platforms that display a patient's physiological information; and Acumen Hypotension Prediction Index, which alerts clinicians in advance of a patient developing low blood pressure. The company distributes its products through direct sales force and independent distributors. Edwards Lifesciences Corporation was founded in 1958 and is headquartered in Irvine, California.",Healthcare,Medical Devices
166,EA,"Electronic Arts Inc. develops, markets, publishes, and distributes games, content, and services for game consoles, PCs, mobile phones, and tablets worldwide. The company develops and publishes games and services across various genres, such as sports, first-person shooter, action, role-playing, and simulation primarily under the Battlefield, The Sims, Apex Legends, Need for Speed, and Plants v. Zombies brands; and license games from others, including FIFA, Madden NFL, and Star Wars brands. It also provides advertising services; and licenses its games to third parties to distribute and host its games. The company markets and sells its games and services through digital distribution and retail channels, as well as directly to mass market retailers, specialty stores, and distribution arrangements. It has a strategic partnership with KLab Inc. for game development and operation. Electronic Arts Inc. was founded in 1982 and is headquartered in Redwood City, California.",Communication Services,Electronic Gaming & Multimedia
167,EMR,"Emerson Electric Co., a technology and engineering company, provides solutions to industrial, commercial, and consumer markets worldwide. It operates through Automation Solutions and Commercial & Residential Solutions segments. The Automation Solutions segment offers measurement and analytical instrumentation, industrial valves and equipment, and process control software and systems. It serves the oil and gas, refining, chemicals and power generation, pharmaceuticals, food and beverage, automotive, pulp and paper, metals and mining, and municipal water supplies markets. The Commercial & Residential Solutions segment offers residential and commercial heating and air conditioning products, such as residential and variable speed scroll compressors; system protector and flow control devices; standard, programmable, and Wi-Fi thermostats; monitoring equipment and electronic controls for gas and electric heating systems; gas valves for furnaces and water heaters; ignition systems for furnaces; sensors and thermistors for home appliances; and temperature sensors and controls. It also provides reciprocating, scroll, and screw compressors; precision flow controls; system diagnostics and controls; and environmental control systems for use in medical, food processing, and cold storage applications. In addition, this segment offers air conditioning, refrigeration, and lighting control technologies, as well as facility design and product management, site commissioning, facility monitoring, and energy modeling services; temperature management and monitoring products for the foodservice markets; and professional and homeowner tools, and appliance solutions. The company was formerly known as The Emerson Electric Manufacturing Company and changed its name to Emerson Electric Co. in 2000. Emerson Electric Co. was founded in 1890 and is headquartered in St. Louis, Missouri.",Industrials,Specialty Industrial Machinery
168,ETR,"Entergy Corporation, together with its subsidiaries, engages in the production and distribution of electricity in the United States. The company generates electricity through gas/oil, nuclear, coal, hydro, and solar power sources. It operates in two segments, Utility and Entergy Wholesale Commodities. The company's Utility segment generates, transmits, distributes, and sells electric power in portions of Arkansas, Mississippi, Texas, and Louisiana, including the City of New Orleans; and distributes natural gas. Its Entergy Wholesale Commodities segment engages in the ownership, operation, and decommissioning of nuclear power plants located in the northern United States; sale of electric power to wholesale customers; provision of services to other nuclear power plant owners; and owning interests in non-nuclear power plants that sell electric power to wholesale customers. This segment sells energy to retail power providers, utilities, electric power co-operatives, power trading organizations, and other power generation companies. The company's power plants have approximately 30,000 megawatts (MW) of electric generating capacity, including approximately 9,000 MW of nuclear power. The company delivers electricity to 2.9 million utility customers in Arkansas, Louisiana, Mississippi, and Texas. Entergy Corporation was founded in 1949 and is based in New Orleans, Louisiana.",Utilities,Utilities—Diversified
169,EOG,"EOG Resources, Inc., together with its subsidiaries, explores for, develops, produces, and markets crude oil, and natural gas and natural gas liquids. The company's principal producing areas are located in New Mexico, North Dakota, Texas, and Wyoming in the United States; and the Republic of Trinidad and Tobago, the People's Republic of China, and Canada. As of December 31, 2019, it had total estimated net proved reserves of 3,329 million barrels of oil equivalent, including 1,694 million barrels (MMBbl) crude oil and condensate reserves; 740 MMBbl of natural gas liquid reserves; and 5,370 billion cubic feet of natural gas reserves. The company was formerly known as Enron Oil & Gas Company. EOG Resources, Inc. was founded in 1985 and is headquartered in Houston, Texas.",Energy,Oil & Gas E&P
170,EFX,"Equifax Inc. provides information solutions and human resources business process outsourcing services for businesses, governments, and consumers. The company operates through four segments: U.S. Information Solutions (USIS), Workforce Solutions, International, and Global Consumer Solutions. The USIS segment offers consumer and commercial information services, such as credit information and credit scoring, credit modeling and portfolio analytics, locate, fraud detection and prevention, identity verification, and other consulting; mortgage services; financial marketing; and identity management services. The Workforce Solutions segment provides employment, income, and social security number verification services, as well as payroll-based transaction and employment tax management services. The International segment provides information service products, which include consumer and commercial services, such as credit and financial information, and credit scoring and modeling; and credit and other marketing products and services, as well as offers information, technology, and other services to support debt collections and recovery management. The Global Consumer Solutions segment offers credit information, credit monitoring, and identity theft protection products directly to consumers through Internet. The company serves customers in financial service, mortgage, employers, consumer, commercial, telecommunication, retail, automotive, utility, brokerage, healthcare, and insurance industries, as well as state and federal governments. It operates in the United States, Canada, Australia, New Zealand, India, the United Kingdom, Spain, Portugal, Argentina, Chile, Costa Rica, Ecuador, El Salvador, Honduras, Mexico, Paraguay, Peru, Uruguay, Brazil, the Republic of Ireland, Russia, Cambodia, Malaysia, Singapore, and the United Arab Emirates. Equifax Inc. was founded in 1899 and is headquartered in Atlanta, Georgia.",Industrials,Consulting Services
171,EQIX,"Equinix, Inc. (Nasdaq: EQIX) connects the world's leading businesses to their customers, employees and partners inside the most-interconnected data centers. On this global platform for digital business, companies come together across more than 55 markets on five continents to reach everywhere, interconnect everyone and integrate everything they need to create their digital futures.",Real Estate,REIT—Specialty
172,EQR,"Equity Residential is committed to creating communities where people thrive. The Company, a member of the S&P 500, is focused on the acquisition, development and management of rental apartment properties located in urban and high-density suburban communities where today's renters want to live, work and play. Equity Residential owns or has investments in 306 properties consisting of 79,065 apartment units, located in Boston, New York, Washington, D.C., Seattle, San Francisco, Southern California and Denver.",Real Estate,REIT—Residential
173,ESS,"Essex Property Trust, Inc., an S&P 500 company, is a fully integrated real estate investment trust (REIT) that acquires, develops, redevelops, and manages multifamily residential properties in selected West Coast markets. Essex currently has ownership interests in 247 apartment communities comprising approximately 60,000 apartment homes with an additional 7 properties in various stages of active development.",Real Estate,REIT—Residential
174,EL,"The EstÃ©e Lauder Companies Inc. manufactures and markets skin care, makeup, fragrance, and hair care products. The company offers a range of skin care products, including moisturizers, serums, cleansers, toners, body care, exfoliators, acne care and oil correctors, facial masks, cleansing devices, and sun care products; and makeup products, such as lipsticks, lip glosses, mascaras, foundations, eyeshadows, nail polishes, and powders, as well as compacts, brushes, and other makeup tools. It also provides fragrance products in various forms comprising eau de parfum sprays and colognes, as well as lotions, powders, creams, candles, and soaps; and hair care products that include shampoos, conditioners, styling products, treatment, finishing sprays, and hair color products, as well as sells ancillary products and services. The company offers its products under EstÃ©e Lauder, Aramis, Clinique, Lab Series, Origins, MÂ·AÂ·C, Bobbi Brown, La Mer, Aveda, Jo Malone London, Bumble and bumble, Darphin, Smashbox, Le Labo, Editions de Parfums FrÃ©dÃ©ric Malle, GLAMGLOW, By Kilian, BECCA, Too Faced, RODIN olio lusso, FLIRT!, Kiton, and Tom Ford brands. It also holds license arrangements for Tommy Hilfiger, Donna Karan New York, DKNY, Michael Kors, Ermenegildo Zegna, Dr. Andrew Weil, TOM FORD BEAUTY, AERIN, and Tory Burch brands. The company sells its products through department stores, specialty-multi retailers, upscale perfumeries and pharmacies, and salons and spas; freestanding stores; its own and authorized retailer Websites; third-party online malls; stores in airports and on cruise ships; in-flight and duty-free shops; and self-select outlets. It has operations in the Americas, Europe, the Middle East, Africa, and the Asia Pacific. The EstÃ©e Lauder Companies Inc. has a joint development agreement with Atropos Therapeutics Inc. to discover senomodulators. The company was founded in 1946 and is headquartered in New York, New York.",Consumer Defensive,Household & Personal Products
175,EVRG,"Evergy, Inc., through its subsidiaries, engages in the generation, transmission, distribution, and sale of electricity in Kansas and Missouri. It generates electricity through coal, nuclear, natural gas and oil, uranium, wind, hydroelectric, landfill gas, and solar energy sources, as well as other renewable sources. The company has approximately 10,100 circuit miles of transmission lines; 39,700 circuit miles of overhead distribution lines; and 12,700 circuit miles of underground distribution lines. It serves approximately 1,604,300 customers, including residences, commercial firms, industrials, municipalities, and other electric utilities. The company was incorporated in 2017 and is headquartered in Kansas City, Missouri.",Utilities,Utilities—Regulated Electric
176,ES,"Eversource Energy, a public utility holding company, engages in the energy delivery business. The company operates in four segments: Electric Distribution, Electric Transmission, Natural Gas Distribution, and Water Distribution. It is involved in the transmission and distribution of electricity; and distribution of natural gas. The company operates regulated water utilities. It also provides water services to approximately 229,000 customers. It serves residential, commercial, industrial, and municipal and fire protection customers in Connecticut, Massachusetts, and New Hampshire, the United States. The company was formerly known as Northeast Utilities and changed its name to Eversource Energy in April 2015. Eversource Energy was founded in 1927 and is based in Springfield, Massachusetts.",Utilities,Utilities—Regulated Electric
177,RE,"Everest Re Group, Ltd., through its subsidiaries, provides reinsurance and insurance products in the United States, Bermuda, and internationally. The company operates through four segments: U.S. Reinsurance, International, Bermuda, and Insurance. The U.S. Reinsurance segment writes property and casualty reinsurance; and specialty lines of business, including marine, aviation, surety, and accident and health insurance through reinsurance brokers, as well as directly with ceding companies in the United States. The International segment writes property and casualty reinsurance in Canada, Singapore, Brazil, Miami, and New Jersey. The Bermuda segment provides reinsurance and insurance to property and casualty markets through brokers and directly with ceding companies in Bermuda, and reinsurance to the United Kingdom and European markets. The Insurance segment writes property and casualty insurance products directly, as well as through general agents, wholesaler, retail brokers, and surplus lines brokers in the United States, Canada, Bermuda, and Ireland. The company also provides property and casualty reinsurance and insurance coverages, such as errors and omissions liability, directors' and officers' liability, medical malpractice, and worker's compensation products. Everest Re Group, Ltd. was founded in 1973 and is headquartered in Hamilton, Bermuda.",Financial Services,Insurance—Reinsurance
178,EXC,"Exelon Corporation, a utility services holding company, engages in the generation and marketing of energy in the United States and Canada. It owns nuclear, fossil, wind, hydroelectric, biomass, and solar generating facilities. The company also sells electricity to wholesale and retail customers; and sells natural gas, renewable energy, and other energy-related products and services. In addition, it is involved in the purchase and regulated retail sale of electricity and natural gas; and transmission and distribution of electricity, and distribution of natural gas to retail customers. Further, the company offers support services, including legal, human resources, information technology, finance, supply management, engineering, customer operations, distribution and transmission planning, asset management, system operations, and power procurement services. It serves distribution utilities, municipalities, cooperatives, and financial institutions, as well as commercial, industrial, governmental, and residential customers. The company was incorporated in 1999 and is headquartered in Chicago, Illinois.",Utilities,Utilities—Diversified
179,EXPE,"Expedia Group, Inc. operates as an online travel company worldwide. It operates through four segments: Core Online Travel Agencies, Trivago, Vrbo, and Egencia. Its brand portfolio include Brand Expedia, a full-service online travel brand with localized websites; Hotels.com for marketing and distributing lodging accommodations; Vrbo, an online marketplace for the alternative accommodations; Expedia Partner Solutions, a business-to-business brand that provides travel offerings for various airlines and hotels, online and offline travel agencies, loyalty and corporate travel companies, and various consumer brands; and Egencia, which provides corporate travel management services. The company's brand portfolio also comprise Orbitz, Travelocity, and CheapTickets travel Websites; ebookers, a full-service travel brand; Hotwire, an online travel Website; Expedia Group Media Solutions that provides media partnerships and digital marketing solutions; trivago, an online hotel metasearch platform; and Expedia Local Expert, a provider of online and in-market concierge services, activities, experiences, and ground transportation. In addition, its brand portfolio consists of CarRentals.com, an online car rental booking service; Classic Vacations, a luxury travel specialist; Expedia CruiseShipCenters, a provider of advice for travelers booking cruises and vacations; and SilverRail, a provider of a rail retail and distribution platform connecting rail carriers and suppliers to online and offline travel distributors. Further, the company provides online travel services through its Wotif.com, lastminute.com.au, travel.com.au, Wotif.co.nz, and lastminute.co.nz brands; loyalty programs; and advertising and media services. It serves leisure and corporate travelers. The company was formerly known as Expedia, Inc. and changed its name to Expedia Group, Inc. in March 2018. Expedia Group, Inc. was founded in 1996 and is headquartered in Seattle, Washington.",Consumer Cyclical,Travel Services
180,EXPD,"Expeditors International of Washington, Inc. provides logistics services in the Americas, North Asia, South Asia, Europe, the Middle East, Africa, and India. The company offers airfreight services, such as air freight consolidation and forwarding; ocean freight and ocean services, including ocean freight consolidation, direct ocean forwarding, and order management; customs brokerage, intra-continental ground transportation and delivery, and warehousing and distribution services; and customs clearance, purchase order management, vendor consolidation, time-definite transportation services, temperature-controlled transit, cargo insurance, and other logistics solutions. It acts as a freight consolidator or as an agent for the airline, which carries the shipment. The company also provides ancillary services that include preparation of shipping and customs documentation, packing, crating, insurance services, negotiation of letters of credit, and the preparation of documentation to comply with local export laws. Its customers include retailing and wholesaling, electronics, and industrial and manufacturing companies. Expeditors International of Washington, Inc. was founded in 1979 and is headquartered in Seattle, Washington.",Industrials,Integrated Freight & Logistics
181,EXR,"Extra Space Storage Inc., headquartered in Salt Lake City, Utah, is a self-administered and self-managed REIT and a member of the S&P 500. As of June 30, 2020, the Company owned and/or operated 1,878 self-storage stores in 40 states, Washington, D.C. and Puerto Rico. The Company's stores comprise approximately 1.4 million units and approximately 145.4 million square feet of rentable space. The Company offers customers a wide selection of conveniently located and secure storage units across the country, including boat storage, RV storage and business storage. The Company is the second largest owner and/or operator of self-storage stores in the United States and is the largest self-storage management company in the United States.",Real Estate,REIT—Industrial
182,XOM,"Exxon Mobil Corporation explores for and produces crude oil and natural gas in the United States, Canada/other Americas, Europe, Africa, Asia, and Australia/Oceania. It operates through Upstream, Downstream, and Chemical segments. The company is also involved in the manufacture, trade, transport, and sale of crude oil, petroleum products, and other specialty products; and manufactures and markets petrochemicals, including olefins, polyolefins, aromatics, and various other petrochemicals. As of December 31, 2019, it had approximately 23,857 net operated wells with proved reserves of 22.4 billion oil-equivalent barrels. In addition, the company produces raw materials, such as polypropylene and isopropyl alcohol for medical masks, gowns, and hand sanitizer. The company was founded in 1870 and is based in Irving, Texas.",Energy,Oil & Gas Integrated
183,FFIV,"F5 Networks, Inc. provides multi-cloud application services for the availability, security, performance, and availability of network applications, servers, and storage systems. The company's primary application delivery technology is Traffic Management Operating System that enable company's products to intercept, inspect, and act on the contents of traffic. It offers Local Traffic Manager; DNS solution for application security services; BIG-IP management and orchestration software; BIG-IP Virtual Edition and BIG-IP Cloud Edition software; Advanced Firewall Manager, a firewall software; and Application Security Manager and Access Policy Manager software products. The company also provides cloud-based managed services. In addition, it offers a range of professional services, including consulting, training, installation, maintenance, and other technical support services. The company sells its products to large enterprise businesses, public sector institutions, governments, and service providers through distributors, value-added resellers, managed service providers, and systems integrators in the Americas, Europe, the Middle East, Africa, Japan, and the Asia Pacific region. F5 Networks, Inc. has partnerships with public cloud providers, such as Amazon Web Services, Microsoft Azure, Google Cloud Platform, and Alibaba Cloud. The company was founded in 1996 and is headquartered in Seattle, Washington.",Technology,Software—Infrastructure
184,FB,"Facebook, Inc. develops products that enable people to connect and share with friends and family through mobile devices, personal computers, virtual reality headsets, and in-home devices worldwide. The company's products include Facebook that enables people to connect, share, discover, and communicate with each other on mobile devices and personal computers; Instagram, a community for sharing photos, videos, and private messages; Messenger, a messaging application for people to connect with friends, family, groups, and businesses across platforms and devices; and WhatsApp, a messaging application that is used by people and businesses to communicate in a private way. It also provides Oculus, a hardware, software, and developer ecosystem, which allows people to come together and connect with each other through its Oculus virtual reality products. Facebook, Inc. was founded in 2004 and is headquartered in Menlo Park, California.",Communication Services,Internet Content & Information
185,FAST,"Fastenal Company, together with its subsidiaries, engages in the wholesale distribution of industrial and construction supplies in the United States, Canada, Mexico, North America, and internationally. It offers fasteners, and related industrial and construction supplies under the Fastenal name. The company's fastener products include threaded fasteners, bolts, nuts, screws, studs, and related washers, which are used in manufactured products and construction projects, as well as in the maintenance and repair of machines. It also offers miscellaneous supplies and hardware, including pins, machinery keys, concrete anchors, metal framing systems, wire ropes, strut products, rivets, and related accessories. The company serves the manufacturing market comprising original equipment manufacturers; maintenance, repair, and operations; and non-residential construction market, which includes general, electrical, plumbing, sheet metal, and road contractors. It also serves farmers, truckers, railroads, mining companies, schools, and retail trades; and oil exploration, production, and refinement companies, as well as federal, state, and local governmental entities. The company distributes its products through a network 2,114 branches and 15 distribution centers. Fastenal Company was founded in 1967 and is headquartered in Winona, Minnesota.",Industrials,Industrial Distribution
186,FRT,"Federal Realty is a recognized leader in the ownership, operation and redevelopment of high-quality retail-based properties located primarily in major coastal markets from Washington, D.C. to Boston as well as San Francisco and Los Angeles. Founded in 1962, Federal Realty's mission is to deliver long-term, sustainable growth through investing in densely populated, affluent communities where retail demand exceeds supply. Its expertise includes creating urban, mixed-use neighborhoods like Santana Row in San Jose, California, Pike & Rose in North Bethesda, Maryland and Assembly Row in Somerville, Massachusetts. These unique and vibrant environments that combine shopping, dining, living and working provide a destination experience valued by their respective communities. Federal Realty's 104 properties include approximately 2,900 tenants, in 24 million square feet, and approximately 2,800 residential units. Federal Realty has increased its quarterly dividends to its shareholders for 53 consecutive years, the longest record in the REIT industry. Federal Realty is an S&P 500 index member and its shares are traded on the NYSE under the symbol FRT.",Real Estate,REIT—Retail
187,FDX,"FedEx Corporation provides transportation, e-commerce, and business services worldwide. Its FedEx Express segment offers shipping services for delivery of packages and freight. Its FedEx Ground segment offers business and residential money-back guaranteed ground package delivery services; and consolidates and delivers low-weight and less time-sensitive business-to-consumer packages. Its FedEx Freight segment offers less-than-truckload and other freight delivery services. As of May 31, 2020, this segment had approximately 30,000 vehicles and 373 service centers. Its FedEx Services segment provides sales, marketing, information technology, communications, customer service, technical support, billing and collection, and other back-office support services. It also offers FedEx Mobile, a suite of solutions to track packages, create shipping labels, view account-specific rate quotes, and access drop-off location information; FedEx Office, a suite of printing and shipping management solutions, including digital printing, professional finishing, document creation, design, direct mail, signs and graphics, custom-printed boxes, copying, computer rental, Wi-Fi, and corporate print solutions; and packing services, supplies, and boxes, as well as FedEx Express and FedEx Ground shipping services. Its Corporate, Other and Eliminations segment offers international trade services in customs brokerage, and ocean and air freight forwarding services; cross-border enablement and technology solutions, and e-commerce transportation solutions; integrated supply chain management solutions; time-critical shipment services; and critical inventory and service parts logistics, and technology repair. It offers international trade advisory services, including assistance with customs-trade partnership against terrorism program; and publishes customs duty and tax information. It has a strategic alliance with Microsoft Corp. The company was founded in 1971 and is headquartered in Memphis, Tennessee.",Industrials,Integrated Freight & Logistics
188,FIS,"Fidelity National Information Services, Inc. operates as a financial services technology company in the United States and internationally. It operates through three segments: Merchant Solutions, Banking Solutions, and Capital Market Solutions. The Merchant Solutions segment offers merchant acquiring, integrated payment, and global e-commerce solutions. The Banking Solutions segment provides core processing and ancillary applications; digital solutions, including Internet, mobile, and e-banking; fraud, risk management, and compliance solutions; electronic funds transfer and network services; card and retail payment solutions; wealth and retirement solutions; and item processing and output services. The Capital Market Solutions segment offers securities processing and finance, global trading, asset management and insurance, and corporate liquidity solutions. The company was founded in 1968 and is headquartered in Jacksonville, Florida.",Technology,Information Technology Services
189,FITB,"Fifth Third Bancorp operates as a diversified financial services company in the United States. The company's Commercial Banking segment offers credit intermediation, cash management, and financial services; lending and depository products; and cash management, foreign exchange and international trade finance, derivatives and capital markets services, asset-based lending, real estate finance, public finance, commercial leasing, and syndicated finance for business, government, and professional customers. Its Branch Banking segment provides a range of deposit and loan products to individuals and small businesses. This segment offers checking and savings accounts, home equity loans and lines of credit, credit cards, and loans for automobiles and personal financing needs, as well as cash management services for small businesses. The company's Consumer Lending segment engages in direct lending activities that include origination, retention, and servicing of residential mortgage and home equity loans or lines of credit; and indirect lending activities, including loans to consumers through correspondent lenders and automobile dealers. Fifth Third Bancorp's Wealth & Asset Management segment provides various investment alternatives for individuals, companies, and not-for-profit organizations. It offers retail brokerage services to individual clients; and broker dealer services to the institutional marketplace. This segment also provides asset management services; wealth planning, investment management, insurance, and trust and estate services; and advisory services for institutional clients. As of April 14, 2020, the company operated 1,149 banking centers and 2,481 ATMs in Ohio, Kentucky, Indiana, Michigan, Illinois, Florida, Tennessee, West Virginia, Georgia, and North Carolina. Fifth Third Bancorp has a strategic relationship with Trust & Will to provide savings on Will and Trust-based estate plans. The company was founded in 1858 and is headquartered in Cincinnati, Ohio.",Financial Services,Banks—Regional
190,FE,"FirstEnergy Corp., through its subsidiaries, generates, transmits, and distributes electricity in the United States. The company operates through Regulated Distribution and Regulated Transmission segments. It owns and operates coal-fired, nuclear, hydroelectric, natural gas, wind, and solar power generating facilities. The company also provides energy-related products and services to retail and wholesale customers. It operates 24,486 circuit miles of overhead and underground transmission lines; and electric distribution systems, including 269,691 miles of overhead pole line and underground conduit carrying primary, secondary, and street lighting circuits, as well as owns substations with a total installed transformer capacity of approximately 156,115,196 kilovolt-amperes. The company serves approximately six million customers in Ohio, Pennsylvania, West Virginia, Maryland, New Jersey, and New York. FirstEnergy Corp. was founded in 1996 and is headquartered in Akron, Ohio.",Utilities,Utilities—Diversified
191,FRC,"First Republic Bank, together with its subsidiaries, provides private banking, private business banking, real estate lending, and wealth management services to clients in metropolitan areas in the United States. It operates through two segments, Commercial Banking and Wealth Management. The company accepts deposit products, such as checking, money market checking, savings, passbook deposits, and individual retirement accounts, as well as certificates of deposit. It also offers a range of lending products that comprise residential mortgage loans, home equity lines of credit, multifamily loans, commercial real estate loans, personal loans, business loans, construction loans, and smaller loans and lines of credit to businesses and individuals. The company's loans are secured by single family residences, multifamily buildings, and commercial real estate properties. In addition, it provides wealth management services, which include various investment strategies and products, online investment management services, trust and custody services, online brokerage, financial and estate planning, and access to alternative investments, as well as investing, insurance, and foreign exchange services; and treasury services. Additionally, the company offers online and mobile banking services; student loan refinancing services; and ATM and debit cards. As of December 31, 2019, the company offered its services through 89 offices, including 78 licensed deposit-taking offices in San Francisco, Palo Alto, Los Angeles, Santa Barbara, Newport Beach, and San Diego, California; Portland, Oregon; Boston, Massachusetts; Palm Beach, Florida; Greenwich, Connecticut; New York, New York; Jackson; and Wyoming, as well as 11 offices that provided lending, wealth management, and trust services. First Republic Bank was founded in 1985 and is headquartered in San Francisco, California.",Financial Services,Banks—Regional
192,FISV,"Fiserv, Inc., together with its subsidiaries, provides financial services technology worldwide. Its First Data segment provides merchant acquiring, e-commerce, mobile commerce, and other business solutions; credit card and loan account processing, commercial payments, customer communications, plastics solutions, customer service, and other products; and various network solutions and security, and risk and fraud management solutions. The company's Payments and Industry Products segment offers electronic bill payment and presentment services; internet and mobile banking software and services; account-to-account transfers; person-to-person payment services; debit and credit card processing and services; payments infrastructure services; and other electronic payments software and services. This segment also offers card and print personalization services; investment account processing services for separately managed accounts; and fraud and risk management products and services. Its Financial Institution Services segment offers account processing, item processing and source capture, loan origination and servicing products, cash management and consulting services, and other products and services that support various types of financial transactions. This segment also provides ACH and treasury management, case management and resolution, and source capture optimization services to the financial services industry. The company also offers bank payment and liquidity management solutions, as well as Internet based mortgage software and mortgage lending technology solutions. It serves business, banks, governments, processors, credit unions, other financial institutions, merchants, and other clients. The company was founded in 1984 and is headquartered in Brookfield, Wisconsin.",Technology,Information Technology Services
