Ticker,Description,Sector,Industry
INSW,"International Seaways, Inc. owns and operates a fleet of oceangoing vessels for the transportation of crude oil and petroleum products in the International Flag trade. It operates through two segments, Crude Tankers and Product Carriers. As of March 3, 2020, the company owned and operated a fleet of 42 vessels, including 13 very large crude carriers, 2 Suezmaxes, 5 Aframaxes/LR2s, 13 Panamaxes/LR1s, and 7 medium range tankers, as well as had ownership interests in two floating storage and offloading service vessels. It serves independent and state-owned oil companies, oil traders, refinery operators, and international government entities. The company was formerly known as OSG International, Inc. and changed its name to International Seaways, Inc. in October 2016. The company was incorporated in 1999 and is headquartered in New York, New York.",Industrials,Marine Shipping
INT,"World Fuel Services Corporation engages in the distribution of fuel, and related products and services in the aviation, marine, and land transportation industries worldwide. Its Aviation segment supplies fuel, and related products and services to commercial airlines, second and third tier airlines, cargo carriers, regional and low-cost carriers, airports, fixed based operators, corporate fleets, fractional operators, private aircraft, the U.S. and foreign governments, intergovernmental organizations, and military customers. This segment also offers fuel management, price risk management, ground handling, and dispatch services, as well as international trip planning services, such as flight plans, weather reports, and overflight permits. The company's Land segment offers fuel, heating oil, propane, natural gas, lubricants, and related products and services to petroleum distributors and retail petroleum operators, as well as industrial, commercial, residential, and government customers. This segment also offers management services for procuring fuel and price risk management; advisory and fulfillment solutions related to power, natural gas, and other energy products; and card payment solutions, government payment systems for fuel procurement, merchant processing services, toll payment solutions, and commercial payment programs. Its Marine segment markets fuel, lubricants, and related products and services to international container and tanker fleets, commercial cruise lines, yachts and time charter operators, offshore rig owners and operators, the U.S. and foreign governments, and other fuel suppliers. Its marine fuel-related services include management services to procure fuel, cost control, quality control, claims management, and card payment and related processing services. This segment also engages in the fueling of vessels, and transportation and delivery of fuel and fuel-related products. The company was founded in 1984 and is headquartered in Miami, Florida.",Energy,Oil & Gas Refining & Marketing
INTC,"Intel Corporation designs, manufactures, and sells essential technologies for the cloud, smart, and connected devices worldwide. The company operates through DCG, IOTG, Mobileye, NSG, PSG, CCG, and All Other segments. It offers platform products, such as central processing units and chipsets, and system-on-chip and multichip packages; and non-platform or adjacent products comprising accelerators, boards and systems, connectivity products, and memory and storage products. The company also provides Internet of things products, including high-performance compute solutions for targeted verticals and embedded applications; and computer vision and machine learning-based sensing, data analysis, localization, mapping, and driving policy technology. It serves original equipment manufacturers, original design manufacturers, and cloud service providers. The company has collaborations with UC San Francisco's Center for Digital Health Innovation, Fortanix, and Microsoft Azure to establish a computing platform with privacy-preserving analytics to accelerate the development and validation of clinical algorithms. Intel Corporation was founded in 1968 and is headquartered in Santa Clara, California.",Technology,Semiconductors
INTL,,,
INTU,"Intuit Inc. provides financial management and compliance products and services for consumers, small businesses, self-employed, and accounting professionals in the United States, Canada, and internationally. The company operates in three segments: Small Business & Self-Employed, Consumer, and Strategic Partner. The Small Business & Self-Employed segment provides QuickBooks online services and desktop software solutions comprising QuickBooks Online Advanced, a cloud-based solution; QuickBooks Enterprise, a hosted solution; QuickBooks Self-Employed solution; and QuickBooks Online Accountant and QuickBooks Accountant Desktop Plus solutions; payroll solutions, such as online payroll processing, direct deposit of employee paychecks, payroll reports, electronic payment of federal and state payroll taxes, and electronic filing of federal and state payroll tax forms. This segment also offers payment-processing solutions, including credit and debit cards, and ACH payment services; and financial supplies and financing for small businesses. Its Consumer segment provides TurboTax income tax preparation products and services; and personal finance. The company's Strategic Partner segment offers Lacerte, ProSeries, and ProFile desktop tax-preparation software products; and ProConnect Tax Online tax products, electronic tax filing service, and bank products and related services. It sells products and services through various sales and distribution channels, including multi-channel shop-and-buy experiences, websites and call centers, mobile application stores, and retail and other channels. Intuit Inc. has a collaboration agreement with Red Hat, Inc. on Argo CD, a declarative continuous delivery tool for Kubernetes deployments. The company was founded in 1983 and is headquartered in Mountain View, California.",Technology,Software—Application
INVA,"Innoviva, Inc. engages in the development and commercialization of pharmaceuticals. The company has long-acting beta2 agonist (LABA) collaboration agreement with Glaxo Group Limited to develop and commercialize once-daily products for the treatment of chronic obstructive pulmonary disease and asthma. Its products include RELVAR/BREO ELLIPTA, a once-daily combination medicine consisting of a LABA, vilanterol (VI), an inhaled corticosteroid (ICS), and fluticasone furoate; ANORO ELLIPTA, a once-daily medicine combining a long-acting muscarinic antagonist (LAMA), umeclidinium bromide (UMEC), with a LABA, and VI; and TRELEGY ELLIPTA, a once-daily combination medicine consisting of an ICS, LAMA, and LABA. The company was formerly known as Theravance, Inc. and changed its name to Innoviva, Inc. in January 2016. Innoviva, Inc. was incorporated in 1996 and is headquartered in Burlingame, California.",Healthcare,Biotechnology
INVH,"Invitation Homes is the nation's premier single-family home leasing company, meeting changing lifestyle demands by providing access to high-quality, updated homes with valued features such as close proximity to jobs and access to good schools. The company's mission, ""Together with you, we make a house a home,"" reflects its commitment to providing homes where individuals and families can thrive and high-touch service that continuously enhances residents' living experiences.",Real Estate,REIT—Residential
INWK,,,
IONS,"Ionis Pharmaceuticals, Inc. discovers and develops RNA-targeted therapeutics in the United States. The company offers SPINRAZA for spinal muscular atrophy (SMA) in pediatric and adult patients; TEGSEDI, an injection for the treatment of polyneuropathy of hereditary transthyretin-mediated amyloidosis in adults; and WAYLIVRA, a treatment for familial chylomicronemia syndrome and familial partial lipodystrophy. It is involved in developing neurology products that include Tominersen for Huntington's diseases; Tofersen for amyotrophic lateral sclerosis (ALS); IONIS-MAPTRx for Alzheimer's diseases; IONIS-C9Rx for genetic from ALS; ION859 for Parkinson's disease; and IONIS-DNM2-2.5Rx for centronuclear myopathy. The company is also developing severe and rare disease products, such as AKCEA-TTR-LRx for transthyretin amyloidosis and IONIS-GHR-LRx for acromegaly; IONIS-PKK-LRx for hereditary angioedema; IONIS-TMPRSS6-LRx for beta-thalassemia and iron toxicity; IONIS-ENAC-2.5Rx for cystic fibrosis; and ION357 for retinitis pigmentosa. In addition, its cardio metabolic and renal drugs include AKCEA-APO(a)-LRx and AKCEA-APOCIII-LRx for cardiovascular diseases; AKCEA-ANGPTL3-LRx for cardio metabolic disorders; IONIS-GCGRRx for type 2 diabetes; IONIS-AGT-LRX for the treatment of resistant hyper tension; IONIS-FXI-LRx for clotting disorders; IONIS-AZ4-2.5-LRx for cardiovascular diseases; and ION839 for nonalcoholic steatohepatitis. Further, the company develops products for oncology that include IONIS-AR-2.5Rx and danvatirsen for cancers; IONIS-HBVRx and IONIS-HBV-LRx for hepatitis B virus infection; and IONIS-FB-LRx for compliment meditated disease. It has a collaboration agreement with Genuity Science, Inc. for the discovery and development of various therapeutics across a range of approximately 20 diseases. Ionis Pharmaceuticals, Inc. was founded in 1989 and is based in Carlsbad, California.",Healthcare,Biotechnology
IOSP,"Innospec Inc. develops, manufactures, blends, markets, and supplies specialty chemicals worldwide. It operates through four segments: Fuel Specialties, Performance Chemicals, Oilfield Services, and Octane Additives. The Fuel Specialties segment offers a range of specialty chemical products used as additives in various fuels. Its products are used in the operation of automotive, marine, and aviation engines; power station generators; and heating oil. The Performance Chemicals segment provides technology-based solutions for its customers' processes or products focused in the personal care, home care, agrochemical, and metal extraction markets. The Oilfield Services segment develops and markets products to prevent loss of mud in drilling operations; chemical solutions for fracturing, stimulation, and completion operations; and products for oil and gas production, which enable flow assurance and maintain asset integrity. The Octane Additives segment produces and sells tetra ethyl lead (TEL) for use in automotive gasoline. This segment is also involved in environmental remediation business that manages the cleanup of redundant TEL facilities. The company sells its products primarily to oil and gas exploration and production companies, oil refineries, fuel manufacturers and users, personal care and home care companies, formulators of agrochemical and metal extraction preparations, and other chemical and industrial companies. The company was formerly known as Octel Corp. and changed its name to Innospec Inc. in January 2006. Innospec Inc. was founded in 1938 and is headquartered in Englewood, Colorado.",Basic Materials,Specialty Chemicals
IOTS,,,
IOVA,"Iovance Biotherapeutics, Inc., a clinical-stage biotechnology company, focuses on developing and commercializing cancer immunotherapy products to harness the power of a patient's immune system to eradicate cancer cells. The company's lead product candidates include lifileucel that is in Phase II clinical trial for the treatment of metastatic melanoma; and LN-145 for the treatment of metastatic cervical cancer. It is also developing tumor infiltrating lymphocytes (TIL) and peripheral blood lymphocyte therapies for the treatment of squamous cell carcinoma of the head and neck, non-small cell lung cancer, and chronic lymphocytic leukemia through its sponsored trials, as well as in other oncology indications through collaborations. Iovance Biotherapeutics, Inc. has collaboration agreements with Moffitt, M.D. Anderson Cancer Center, Ohio State University, and MedImmune; and research collaboration with Cellectis S.A. The company was formerly known as Lion Biotechnologies, Inc. and changed its name to Iovance Biotherapeutics, Inc. in June 2017. Iovance Biotherapeutics, Inc. was founded in 2007 and is headquartered in San Carlos, California.",Healthcare,Biotechnology
IP,"International Paper Company operates as a paper and packaging company primarily in United States, the Middle East, Europe, Africa, Pacific Rim, Asia, and the Americas. It operates through three segments: Industrial Packaging, Global Cellulose Fibers, and Printing Papers. The Industrial Packaging segment manufactures containerboards, including linerboard, medium, whitetop, recycled linerboard, recycled medium, and saturating Kraft. The Global Cellulose Fibers segment provides fluff, market, and specialty pulps that are used in absorbent hygiene products, such as baby diapers, feminine care, adult incontinence and other non-woven products; tissue and paper products; and non-absorbent end applications, including textiles, filtration, construction material, paints and coatings, reinforced plastics and more. The Printing Papers segment produces printing and writing papers, such as uncoated papers for end-use applications comprising brochures, pamphlets, greeting cards, books, annual reports, and direct mail, as well as envelopes, tablets, business forms, and file folders. It sells its uncoated papers under the Hammermill, Springhill, Williamsburg, Postmark, Accent, Great White, Chamex, Ballet, Rey, Pol, and Svetocopy brands. The company sells its products directly to end users and converters, as well as through agents, resellers, and paper distributors. International Paper Company was founded in 1898 and is headquartered in Memphis, Tennessee.",Consumer Cyclical,Packaging & Containers
IPAR,"Inter Parfums, Inc., together with its subsidiaries, manufactures, markets, and distributes a range of fragrances and fragrance related products. The company operates in two segments, European Based Operations and United States Based Operations. It offers its fragrance and cosmetic products under the Boucheron, Coach, Jimmy Choo, Karl Lagerfeld, Kate Spade New York, Lanvin, Montblanc, Paul Smith, Repetto, Rochas, S.T. Dupont, Van Cleef & Arpels, Abercrombie & Fitch, Anna Sui, bebe, Dunhill, Hollister, French Connection, Graff, GUESS, Lily Aldridge, MCM, and Oscar de la Renta brand names, as well as under the Intimate and Aziza names. It sells its products to department stores, perfumeries, specialty stores, domestic and international wholesalers, and distributors. The company was formerly known as Jean Philippe Fragrances, Inc. and changed its name to Inter Parfums, Inc. in July 1999. Inter Parfums, Inc. was founded in 1982 and is headquartered in New York, New York.",Consumer Defensive,Household & Personal Products
IPG,"The Interpublic Group of Companies, Inc. provides advertising and marketing services worldwide. The company operates through two segments, Integrated Agency Networks and Constituency Management Group. The company offers consumer advertising, digital marketing, communications planning and media buying, public relations, and specialized communications disciplines, as well as data management services. It also provides various diversified services, including meeting and event production, sports and entertainment marketing, corporate and brand identity, and strategic marketing consulting. The company was formerly known as McCann-Erickson Incorporated and changed its name to The Interpublic Group of Companies, Inc. in January 1961. The Interpublic Group of Companies, Inc. was founded in 1902 and is headquartered in New York, New York.",Communication Services,Advertising Agencies
IPGP,"IPG Photonics Corporation develops and manufactures a range of high-performance fiber lasers, fiber amplifiers, and diode lasers used in various applications primarily in materials processing worldwide. The company's laser products include high power lasers; fiber pigtailed packaged diodes and fiber coupled direct diode laser systems; high-energy pulsed lasers, multi-wavelength and tunable lasers, and single-polarization and single-frequency lasers; and high power optical fiber delivery cables, fiber couplers, beam switches, chillers, scanners, and other accessories. It also provides erbium-doped fiber and Raman amplifiers, and integrated communications systems, which are deployed in broadband networks; and ytterbium and thulium specialty fiber amplifiers and broadband light sources. In addition, the company offers integrated laser systems; 2D compact flat sheet cutter systems and multi-axis systems; welding seam stepper and picker, a fiber laser welding tool; and specialized fiber laser systems for material processing applications; and optical transceiver and transponder modules for interconnecting electronic equipment, including Ethernet switches, IP routers and SONET/SDH optical transport modules within telecommunications, cable multi-system operator, and data center networking applications. Its lasers and amplifiers are also used in materials processing, advanced communications, and medical applications. The company markets its products to original equipment manufacturers, system integrators, and end users through direct sales force, as well as through agreements with independent sales representatives and distributors. IPG Photonics Corporation was founded in 1990 and is headquartered in Oxford, Massachusetts.",Technology,Semiconductor Equipment & Materials
IPHI,"Inphi Corporation provides high-speed analog and mixed signal semiconductor solutions for the communications and cloud markets the United States, China, Thailand, and internationally. Its analog and mixed signal semiconductor solutions offer high signal integrity at various data speeds and reduce system power consumption; and semiconductor solutions that are designed to address bandwidth bottlenecks in networks, maximize throughput and minimize latency in computing environments, and enable the rollout of communications and datacenter infrastructures. The company's solutions provides a high-speed interface between analog and mixed signals, and digital information in high-performance systems, such as telecommunications transport systems, enterprise networking equipment, and data centers. It also offers 25G to 600G high-speed analog and mixed semiconductor solutions for the communications market. The company's products perform a range of functions, such as amplifying, encoding, multiplexing, demultiplexing, and retiming signals at speeds up to 400 Gbps. Inphi Corporation sells its products directly through its sales force, as well as through a network of sales representatives and distributors to original equipment manufacturers. The company was formerly known as TCom Communications, Inc. and changed its name to Inphi Corporation in February 2001. Inphi Corporation was incorporated in 2000 and is headquartered in Santa Clara, California.",Technology,Semiconductors
IPI,"Intrepid Potash, Inc. produces and sells potash and langbeinite products in the United States and internationally. It operates through three segments: Potash, Trio, and Oilfield Solutions. The Potash segment provides muriate of potash or potassium chloride for use as a fertilizer input in the agricultural market; as a component in drilling and fracturing fluids for oil and gas wells, as well as an input to other industrial processes in the industrial market; and as a nutrient supplement in the animal feed market. The Trio segment offers Trio, a specialty fertilizer that delivers potassium, sulfate, and magnesium in a single particle. The Oilfield Solutions segment sells water for use in the oil and gas services industry; and offers potassium chloride real-time mixing services on location for hydraulic fracturing operations and trucking services. The company provides salt for use in animal feeds, industrial applications, pool salts, and treatment of roads and walkways; magnesium chloride for use in the deicing and dedusting of roads; brines for well development and completion applications in the oil and gas industry; and metal recovery salt, a combination of potash and salt to enhance the recovery of aluminum in the aluminum recycling processing facilities. Intrepid Potash, Inc. was founded in 2000 and is based in Denver, Colorado.",Basic Materials,Agricultural Inputs
IQV,"IQVIA Holdings Inc. provides advanced analytics, technology solutions, and contract research services to the life sciences industry in the Americas, Europe, Africa, and the Asia-Pacific. It operates through three segments: Technology & Analytics Solutions, Research & Development Solutions, and Contract Sales & Medical Solutions. The Technology & Analytics Solutions segment offers a range of cloud-based applications and related implementation services; real world solutions; and strategic and implementation consulting services, such as advanced analytics and commercial processes outsourcing services. This segment also provides country level performance metrics related to sales of pharmaceutical products, prescribing trends, medical treatment, and promotional activity across various channels, including retail, hospital, and mail order; and measurement of sales or prescribing activity at the regional, zip code, and individual prescriber level. The Research & Development Solutions segment offers project management and clinical monitoring; clinical trial support services; and strategic planning and design services, as well as clinical trial, genomic, bioanalytical, ADME, discovery, vaccine and biomarker laboratory services. The Contract Sales & Medical Solutions segment provides health care provider and patient engagement services, and scientific strategy and medical affairs services. The company has a strategic alliance with ACCORD-2 to provide single research platform to speed development of new COVID-19 treatments. IQVIA Holdings Inc. serves pharmaceutical, biotechnology, device and diagnostic, and consumer health companies. The company was formerly known as Quintiles IMS Holdings, Inc. and changed its name to IQVIA Holdings Inc. in November 2017. IQVIA Holdings Inc. was founded in 1982 and is headquartered in Durham, North Carolina.",Healthcare,Diagnostics & Research
IR,"Ingersoll Rand Inc. provides mission-critical flow control and compression equipment, and associated aftermarket parts, consumables, and services in the United States, Europe, the Middle East, Africa, and the Asia Pacific. It operates through three segments: Industrials, Energy, and Medical. The Industrials segment designs, manufactures, markets, and services a range of air compression, vacuum, and blower products, as well as offers associated aftermarket parts, consumables, and services. Its products are used in process-critical applications, such as the operation of industrial air tools, vacuum packaging of food products, aeration of waste water, and others. This segment sells its products through an integrated network of direct sales representatives and independent distributors under the Gardner Denver, CompAir, Elmo Rietschle, Robuschi, and other brand names. The Energy segment designs, manufactures, markets, and services a range of displacement and liquid ring vacuum pumps, compressors and integrated systems, and engineered fluid loading and transfer equipment, as well as offers associated aftermarket parts, consumables, and services under the Gardner Denver, Nash, Emco Wheaton, and other brands. This segment serves customers in upstream, midstream, and downstream energy markets, as well as petrochemical processing, transportation, and general industrial sectors. The Medical segment designs, manufactures, and markets a range of specialized gas, liquid, and precision syringe pumps and compressors under the Thomas and other brands for use in oxygen therapy, blood dialysis, patient monitoring, laboratory sterilization and wound treatment, and other applications. The company was formerly known as Gardner Denver Holdings, Inc. and changed its name to Ingersoll Rand Inc. in March 2020. Ingersoll Rand Inc. was founded in 1859 and is based in Davidson, North Carolina.",Industrials,Specialty Industrial Machinery
IRBT,"iRobot Corporation designs, builds, and sells robots to the consumer market in the United States, Europe, the Middle East, Africa, and internationally. It offers Roomba floor vacuuming robots; Braava family of automatic floor mopping robots; Terra robotic lawn mower products; and Root robots designed to help children learn how to code. The company sells its products through distributor and retail sales channels, as well as through online stores and resellers. iRobot Corporation was founded in 1990 and is headquartered in Bedford, Massachusetts.",Technology,Consumer Electronics
IRDM,"Iridium Communications Inc. provides mobile voice and data communications services and product to businesses, the United States and foreign governments, non-governmental organizations, and consumers worldwide. The company offers postpaid mobile voice and data satellite communications; prepaid mobile voice satellite communications; push-to-talk; broadband data; and Internet of Things (IoT) services. It also provides other services, such as inbound connections from the public switched telephone network, short message, subscriber identity module, activation, customer reactivation, and other peripheral services. In addition, the company offers voice and data solutions comprising personnel tracking devices; asset tracking devices for equipment, vehicles, and aircrafts; beyond-line-of-sight aircraft communications applications; maritime communications applications; specialized communications solutions for high-value individuals; mobile communications and data devices for the military and intelligence community, such as secure satellite handsets, as well as netted voice, messaging, and paging services; and maintenance services for the department of defense's dedicated gateway. Further, it provides satellite handsets, personal connectivity devices, voice and data modems, broadband data devices, and IoT data devices; various accessories for its devices that include batteries, holsters, earbud headphones, portable auxiliary antennas, antenna adaptors, USB data cables, charging units, and others; and engineering and support services. Iridium Communications Inc. sells its products and services to commercial end users through a wholesale distribution network that include service providers, and value-added resellers and manufacturers. The company was formerly known as Iridium Holdings LLC and changed its name to Iridium Communications Inc. in September 2009. Iridium Communications Inc. was founded in 2000 and is headquartered in McLean, Virginia.",Communication Services,Telecom Services
IRET,"IRET is a real estate company focused on the ownership, management, acquisition, redevelopment, and development of apartment communities. As of June 30, 2020, we owned interests in 70 apartment communities consisting of 12,135 apartment homes. IRET's common shares and Series C preferred shares are publicly traded on the New York Stock Exchange (NYSE symbols: ""IRET"" and ""IRET PC,"" respectively).",Real Estate,REIT—Residential
IRM,"Iron Mountain Incorporated (NYSE: IRM), founded in 1951, is the global leader for storage and information management services. Trusted by more than 225,000 organizations around the world, and with a real estate network of more than 90 million square feet across more than 1,480 facilities in approximately 50 countries, Iron Mountain stores and protects billions of valued assets, including critical business information, highly sensitive data, and cultural and historical artifacts. Providing solutions that include secure records storage, information management, digital transformation, secure destruction, as well as data centers, cloud services and art storage and logistics, Iron Mountain helps customers lower cost and risk, comply with regulations, recover from disaster, and enable a more digital way of working.",Real Estate,REIT—Specialty
IRMD,"IRADIMED CORPORATION develops, manufactures, markets, and distributes magnetic resonance imaging (MRI) compatible medical devices, and related accessories and services in the United States and internationally. It offers MRI compatible intravenous (IV) infusion pump system with associated disposable IV tubing sets; and MRI compatible patient vital signs monitoring system. The company also provides IV poles, wireless remote displays/controls, side car pump modules, dose error reduction systems, and SpO2 monitoring with sensors and accessories. It serves hospitals, acute care facilities, and outpatient imaging centers. The company sells its products through direct field sales representatives, regional sales directors, clinical support representatives, and independent distributors. IRADIMED CORPORATION was incorporated in 1992 and is headquartered in Winter Springs, Florida.",Healthcare,Medical Devices
IRT,"Independence Realty Trust, Inc. (NYSE: IRT) is a real estate investment trust that owns and operates multifamily apartment properties across non-gateway U.S. markets, including Atlanta, Louisville, Memphis, and Raleigh. IRT's investment strategy is focused on gaining scale within key amenity rich submarkets that offer good school districts, high-quality retail and major employment centers. IRT aims to provide stockholders attractive risk-adjusted returns through diligent portfolio management, strong operational performance, and a consistent return on capital through distributions and capital appreciation.",Real Estate,REIT—Residential
IRTC,"iRhythm Technologies, Inc., a digital healthcare company, provides ambulatory electrocardiogram (ECG) monitoring products for patients at risk for arrhythmias in the United States. It offers Zio service, an ambulatory cardiac monitoring solution that combines a wire-free, patch-based, and wearable biosensor with a cloud-based data analytic platform to help physicians to monitor patients and diagnose arrhythmias. The company's Zio XT and AT monitors, a single-use, wire-free, and wearable patch-based biosensors, records patient's heartbeats and ECG data. It has a development collaboration agreement with Verily Life Sciences LLC to develop various next-generation atrial fibrillation screening, detection, or monitoring products. The company was founded in 2006 and is headquartered in San Francisco, California.",Healthcare,Medical Instruments & Supplies
IRWD,"Ironwood Pharmaceuticals, Inc., a healthcare company, focuses on the development and commercialization of gastrointestinal (GI) products. The company markets linaclotide, a guanylate cyclase type-C agonist for the treatment of adults suffering from irritable bowel syndrome with constipation (IBS-C) or chronic idiopathic constipation (CIC) under the LINZESS name in the United States and CONSTELLA name in the Canada and European Union; MD-7246, an oral, intestinal, non-opioid, pain-relieving agent for patients suffering from abdominal pain associated with GI diseases; and IW 3718, a gastric retentive formulation of a bile acid sequestrant, which is in Phase III clinical trials for the treatment of GERD. Ironwood Pharmaceuticals, Inc. has collaboration agreements with Allergan plc and AstraZeneca AB to develop and commercialize linaclotide for the treatment of IBS-C, CIC, and other gastrointestinal (GI) conditions in North America, China, Hong Kong, Macau, and Japan, as well as a license agreement with Astellas Pharma Inc. to develop and commercialize linaclotide for the treatment of IBS-C, CIC, and other GI conditions in Japan. The company was formerly known as Microbia, Inc. and changed its name to Ironwood Pharmaceuticals, Inc. in April 2008. Ironwood Pharmaceuticals, Inc. was founded in 1998 and is headquartered in Boston, Massachusetts.",Healthcare,Drug Manufacturers—Specialty & Generic
ISBC,"Investors Bancorp, Inc. operates as the bank holding company for Investors Bank that provides various banking products and services to individuals and businesses in the United States. Its deposit products include savings, checking, and money market accounts. The company's loan portfolio comprises multi-family, commercial real estate, commercial and industrial, and construction loans; one-to four-family residential mortgage loans secured by one-to four-family residential real estate; and consumer and other loans primarily consisting of home equity loans, and home equity lines of credit, as well as various insurance products comprising life insurance, fixed annuities, and indexed annuities. As of April 3, 2020, it operated through a network of 154 branches in New Jersey and New York. Investors Bancorp, Inc. was founded in 1926 and is headquartered in Short Hills, New Jersey.",Financial Services,Banks—Regional
ISRG,"Intuitive Surgical, Inc., together with its subsidiaries, designs, manufactures, and markets da Vinci surgical systems, and related instruments and accessories in the United States and internationally. The company's da Vinci Surgical System include surgeon's consoles, patient-side carts, 3-D vision systems, da Vinci skills simulators, da Vinci Xi integrated table motions, and Firefly fluorescence imaging products that enable surgeons to perform various surgical procedures, including gynecologic, urologic, general, cardiothoracic, and head and neck surgical procedures. It also manufactures EndoWrist instruments, such as forceps, scissors, electrocautery tools, scalpels, and other surgical tools, which incorporate wrist joints for natural dexterity for various surgical procedures. In addition, the company offers EndoWrist Stapler, a wristed stapling instrument for resection, transection, and creation of anastomoses; and EndoWrist One Vessel Sealers that are wristed single-use instruments for bipolar coagulation and mechanical transection of vessels up to 7mm in diameter and tissue bundles that fit in the jaws of the instrument. Additionally, the company sells various accessories comprising sterile drapes for ensuring sterile field during surgery; and vision products that include replacement 3D stereo endoscopes, camera heads, light guides, and other items that facilitate use of the da Vinci Surgical System, as well as Ion endoluminal system for biopsies. Intuitive Surgical, Inc. was founded in 1995 and is headquartered in Sunnyvale, California.",Healthcare,Medical Instruments & Supplies
ISTR,"Investar Holding Corporation operates as the bank holding company for Investar Bank that provides various commercial banking products to individuals and small to medium-sized businesses in South Louisiana. The company offers various deposit products and services, such as savings, checking, money market, and individual retirement accounts, as well as various certificates of deposit; debit cards; and mobile banking services. It also provides commercial real estate loans; commercial and industrial loans, including working capital lines of credit and equipment loans; loans for the construction of commercial projects, and single family residential and multifamily properties; one-to-four family residential real estate loans, such as second and other second mortgage loans; consumer loans, such as secured and unsecured installment and term loans, second mortgages, home equity loans and lines of credit, and auto loans, as well as loans for personal, family, and household purposes. In addition, the company offers cash management products, including remote deposit capture, virtual vault, electronic statements, positive pay, ACH origination and wire transfer, investment sweep accounts, and business Internet banking services. Further, it provides various other banking services, such as cashiers' checks, direct deposit of payroll and social security checks, night depository, bank-by-mail, automated teller machine, interactive teller machines, merchant card, and mobile wallet payment services. The company operates through a network of 30 full service branches. Investar Holding Corporation was founded in 2006 and is headquartered in Baton Rouge, Louisiana.",Financial Services,Banks—Regional
IT,"Gartner, Inc. operates as a research and advisory company. It operates through three segments: Research, Conferences, and Consulting. The Research segment offers objective insights and advice on the priorities of various leaders in a range of functional areas of the enterprise through reports, briefings, proprietary tools, access to research expert, peer networking services, and membership programs that enable clients to drive organizational performance; and research and analysis in various business functions, such as human resources, sales, legal, and finance. This segment delivers its research, primarily through a subscription service. The Conferences segment offers business professionals in an organization the opportunity to learn, share, and network various events. The Consulting segment offers market research, custom analysis, and on-the-ground support services. This segment also offers actionable solutions for IT-related priorities, including IT cost optimization, technology modernization, and IT sourcing optimization. The company has operations in the United States, Canada, Europe, the Middle East, Africa, and internationally. Gartner, Inc. was founded in 1979 and is headquartered in Stamford, Connecticut.",Technology,Information Technology Services
ITCI,"Intra-Cellular Therapies, Inc., a biopharmaceutical company, develops novel drugs for the treatment of neuropsychiatric and neurologic diseases, and other disorders of the central nervous system (CNS) in the United States. The company is developing its lead drug candidate, CAPLYTA for the treatment of schizophrenia, bipolar disorder, behavioral disturbances associated with dementia, autism, and other CNS diseases. It is also developing ITI-002 that inhibits the enzyme phosphodiesterase type 1; ITI-214 for Parkinson's disease; and ITI-333, for substance use disorders, pain, and psychiatric comorbidities, including depression and anxiety. Intra-Cellular Therapies, Inc. is headquartered in New York, New York.",Healthcare,Biotechnology
ITGR,"Integer Holdings Corporation operates as a medical device outsource manufacturer worldwide. It operates in two segments, Medical and Non-Medical. The company offers products for interventional cardiology, structural heart, heart failure, peripheral vascular, neurovascular, interventional oncology, electrophysiology, vascular access, infusion therapy, hemodialysis, urology, and gastroenterology procedures. It also provides cardiac and neuromodulation products, such as batteries, capacitors, filtered feedthroughs, and implantable leads; implanted medical devices, pacemakers, implantable cardioverter defibrillators, implantable cardiac pacing and defibrillation leads, and heart failure therapies, such as ventricular assist devices and cardiac resynchronization devices. In addition, the company offers rechargeable batteries and chargers, and non-rechargeable batteries; arthroscopic devices and components, including shaver blades and burrs, ablation probes, and suture anchors; and laparoscopic and general surgery products, such as harmonic scalpels, radio frequency probes, and ophthalmic surgery devices. Further, it provides orthopedic products, including hip and shoulder joint reconstruction implants, plates, screws, and spinal devices, as well as instruments and delivery systems used in hip and knee replacement, trauma fixation, extremity, and spine surgeries. Additionally, the company offers customized battery power and management systems, charging and docking stations, and power supplies for the energy, military, and environmental markets. It serves multi-national original equipment manufacturers and their affiliated subsidiaries in the cardiac, neuromodulation, orthopedics, vascular, and advanced surgical and portable medical markets. The company was formerly known as Greatbatch, Inc. and changed its name to Integer Holdings Corporation in July 2016. Integer Holdings Corporation was founded in 1970 and is headquartered in Plano, Texas.",Healthcare,Medical Devices
